bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Fourth Quarter 2023,"PRESENTATION
OPERATOR",MODERATOR,"Hello, and welcome to Citi's Fourth Quarter 2023 Earnings Call. Today's call will be hosted by
Jenn Landis, Head of Citi Investor Relations. We ask that you please hold all questions until the completion
of the formal remarks, at which time you will be given instructions for the question-and-answer session.
Also, as a reminder, this conference is being recorded today. If you have any objections, please disconnect
at this time.
Ms. Landis, you may begin.",75,1,1,0.6,opening_remarks
Citigroup,Fourth Quarter 2023,JENNIFER LANDIS,OTHER,"Thank you, operator. Good afternoon and thank you all for joining our Fourth Quarter
2023 Earnings Call. I am joined today by our Chief Executive Office, Jane Fraser, and our Chief Financial
Officer, Mark Mason. I'd like to remind you that today's presentation, which is available for download on
our website, citigroup.com, may contain forward-looking statements, which are based on management's
current expectations and are subject to uncertainty and changes in circumstances. Actual results may
differ materially from these statements due to a variety of factors, including those described in our earnings
materials as well as in our SEC filings.
And with that, I'll turn it over to Jane.",109,1,2,0.6,opening_remarks
Citigroup,Fourth Quarter 2023,JANE FRASER,OTHER,"Thank you, Jenn, and a very happy New Year to everyone. I hope you all had a good break.
At Citi, we are back at it. Given the notable items, and our new financial reporting structure, we have a lot
to cover today so I right to it.
2023 was a foundational year in which we made substantial progress simplifying Citi and executing the
strategy we laid out at Investor Day. With that said the fourth quarter was clearly very disappointing. Today
I will provide a high-level view on our progress in 2023, discuss our Q4 results, and finish with our priorities
for 2024. We know 2024 is critical as we prepare to enter the next phase of our journey and we are
completely focused on delivering our medium-term targets and our transformation.
So, turning to what we accomplished in terms of executing our strategy. As you can see on slide 5, in 2023,
we saw a record year for Services, where we maintained our #1 ranking among large institutions in TTS with
client wins up 27% and a sustained win/loss rate above 80%. We have now gained over 100bps in share in
Securities Services since 2021. In Wealth, we added an estimated $21 billion in net new assets during the
year. In USPB we enjoyed our sixth consecutive quarter of growth, and we began to see the early fruits of
our investments in key talent in Banking.
In September, we began the most consequential series of changes to the organization and the running of
our firm since the aftermath of the financial crisis. We restructured around five core, interconnected
businesses to align our organization to our business strategy and to provide greater transparency into their
performance. You now can see in our financials the full-year returns and P&L by business. While they are
all impacted by investments and Transformation expense, it is clear where we have work to do. The
simplification of our organization structure will conclude at the end of Q1 and will result in over $1 billion of
run-rate saves from the net elimination of approximately five thousand roles, mainly managers. As Mark
Copyright © 2024 Citigroup Inc. 1",362,1,3,0.6,opening_remarks
Citigroup,Fourth Quarter 2023,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Fourth Quarter 2023 Earnings Call
January 12, 2024
will detail, this will contribute to the reduction of our expens
simplification, benefits of the Transformation, stranded costs and other productivity efforts, we expect to
eliminate 20 thousand positions ex-Mexico, resulting in over $2 billion in run-rate saves.
Simplification is also enabling Citi to be more client focused and less bureaucratic. Realizing the synergies
between our five businesses is one of the key drivers to achieving our medium-term revenue targets. With
this new structure, I am holding my business leaders accountable for enhancing connectivity across clients
and products. In addition, having a Chief Client Officer acts to ensure we are disciplined in bringing the full
power of our franchise to our clients.
We have now completed the divestitures of 9 of our 14 international consumer franchises and have wound
down nearly 70% of our total retail loans and deposits in Russia, Korea and China. We have restarted the
sales process in Poland and are well down the execution path for the Mexico IPO next year. We are exiting
marginal businesses such as Munis and a subset of distressed debt trading to focus on our core strengths
and allocate our capital with rigor.
Without doubt, all these changes are difficult, but they are necessary. At the same time, we continued to
invest in our Transformation, risk and control environment and data architecture. We were pleased to have
closed the FX consent order with the Federal Reserve. We are committed to fulfilling the expectations of
our regulators given the unique role we play in the global financial system. The modernization of our tech
infrastructure is proceeding at pace allowing us to deliver new capabilities to our clients. During the year,
we consolidated trading and reporting platforms, and retired 6% of our legacy applications for the second
year in a row. These enhancements dovetail with significant investments in our businesses, such as hiring
commercial bankers to capture share, improving the digital payment capabilities we offer throughout our
global network, and automating processes for our Securities Services clients. It was also a year where we
upgraded talent with key internal promotions supplemented by selective external hires, including Andy
Sieg. The simplified reporting structure has been embraced by colleagues who feel empowered by the new
structure to serve clients and drive value for shareholders.
Earlier this week we disclosed additional external headwinds some of
which materialized in the second half of December including a $1.3 billion reserve build related to transfer
risk stemming from exposures to Argentina and Russia.
We also saw a nearly $900 million negative revenue impact as a result of the larger than expected
devaluation of the Argentine currency. These items, together with the $1.7 billion FDIC assessment, drove
this quarter to a negative EPS of $1.16. While these items are clearly very painful, they are quite
In terms of the performance of our five
businesses, while Services was the most impacted by the Argentine devaluation, the underlying growth
remains very strong, driven by share gains and client wins. Overall, Services revenues were up 16% for the
full year despite the impact of the Argentine devaluation. In TTS, cross-border transactions were up 15%
and AUC/AUA in Securities Services were up by close to $3 trillion for the year. In Markets, our Fixed Income
results were disappointing as we saw a significant slowdown in December particularly in Rates and FX.
Markets was also impacted by the Argentine devaluation. This franchise is well-positioned with our
corporate clients and we continue to take actions to improve returns, whether by redeploying capital to
high-return
We had a decent quarter in Equities, particularly in derivatives, and saw growth in prime balances, an area
we have been focusing on. While activity picked up in the fourth quarter with revenues up 22%, overall
Banking revenue continued to be impacted by a weak wallet globally. Investment Banking was up slightly
for the year and we finished 2023 as the fifth leading franchise. We certainly aspire to be better. We are
seeing improved confidence among CEOs and we like our pipeline, but of course the timing for a robust
Copyright © 2024 Citigroup Inc. 2",703,2,4,0.3,financial_results
Citigroup,Fourth Quarter 2023,MARK MASON,OTHER,"Thanks, Jane and good morning, everyone. I am
going to start with the fourth quarter and full-year firmwide financial results, focusing on year-over-year
our medium-term return target. The presentation of our results reflects the changes we have made in
conjunction with our organizational simplification including reporting Legacy Franchises and
Corporate/Other in All Other. However, before I go into the results, let me walk you through some of the
Copyright © 2024 Citigroup Inc. 3",74,3,5,0.6,opening_remarks
Citigroup,Fourth Quarter 2023,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Fourth Quarter 2023 Earnings Call
January 12, 2024
notable items that impacted the quarter that were included in the 8K we recently filed.
At the top right of slide 7, we show these items on a pre-tax basis. The FDIC special assessment of
approximately $1.7 billion related to the regional bank failures in March. This impacted expenses in All
Other. A restructuring charge of approximately $780 million related to actions associated with our
organizational simplification, which will drive headcount reductions and future savings over the medium-
term, impacted expenses in All Other. The impact of the currency devaluation in Argentina of approximately
$880 million. This was recorded in non-interest revenue across Services, Markets and Banking and you can
see the impact by business in the appendix of the presentation.
While we did have an adverse impact from the Argentina devaluation this quarter, we also benefitted from
high interest rates, earning approximately $250 million of NII on the net investment in the quarter, given
the hyperinflationary environment. And a reserve build of $1.3 billion related to increases in transfer risk
associated with exposures to Russia and Argentina as described in the 8K. This impact is mostly included
in other provisions in cost of credit and spans multiple businesses due to their globality. The combination
of these items negatively impacted diluted EPS by approximately $2.00 and RoTCE by approximately 920
basis points.
Now turning to the left side of the slide, where we show our financial results for the full firm. In the fourth
quarter, we reported a net loss of $1.8 billion and a net loss per share of $1.16 on $17.4 billion of revenues.
Excluding the notable items, diluted EPS would have been $0.84 with an RoTCE of 4.1% for the quarter. In
the quarter, total revenues decreased by 3% on a reported basis. Excluding divestiture-related impacts and
the impact of the Argentina devaluation, revenues increased 2%, driven by strength across Services, USPB,
and Investment Banking, partially offset by lower revenues in Markets and Wealth and the revenue
reduction from the closed exits and wind-downs.
Turning to expenses, we reported expenses of $16.0 billion, which include the FDIC special assessment and
modest divestiture-related costs. Excluding these items, expenses increased 10% to $14.2 billion, largely
driven by the restructuring charge I just mentioned. Cost of credit was approximately $3.5 billion. Excluding
the reserve build for transfer risk, cost of credit was primarily driven by Card net credit losses, which are
now at pre-covid levels, as well as ACL builds for new card volumes. At the end of the quarter, we had nearly
$22 billion in total reserves with a reserve-to-funded loans ratio of approximately 2.7%. And on a full-year
basis, we delivered $9.2 billion of net income and an RoTCE of 4.9%. Adjusting for the notable items, net
income was approximately $13.1 billion with an RoTCE of 7.3%.
On slide 8, we show full year revenue trends by business from 2021 to 2023. It is important to highlight that
in conjunction with the change to align with our new financial reporting structure, we moved the majority
of the Financing & Securitization business from Banking to Markets. We also implemented a revenue
sharing arrangement within Banking, and between Banking, Services and Markets to reflect the benefit the
businesses get from our relationship-based lending. These changes are now reflected in our results and our
historical financials.
Now looking at the full year numbers. Services had a record year with revenues of $18.1 billion, up 16%,
benefiting from both rates and business actions, new client wins and deepening with existing clients,
partially offset by the Argentina devaluation. Markets revenues decreased 6% to $18.9 billion, largely driven
by lower volatility and a significant slowdown in December. The Markets business was also impacted by
the Argentina devaluation.
Banking revenues decreased 15% to $4.6 billion, primarily driven by the mark-to-market on loan hedges,
as well as a decrease in corporate lending. Investment Banking revenues were relatively flat for the year as
we gained share amidst a declining wallet. Corporate Lending revenues were down 4%, excluding mark-to-
market on loan hedges. Wealth revenues decreased 5% to $7.1 billion, primarily due to the deposit mix shift
Copyright © 2024 Citigroup Inc. 4",714,4,6,0.3,financial_results
Citigroup,Fourth Quarter 2023,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Fourth Quarter 2023 Earnings Call
January 12, 2024
towards higher yielding products which drove lower deposit spreads.
USPB revenues increased 14% to $19.2 billion, primarily driven by growth in cards balances as we continue
to see the benefit of our investments in digital acquisitions and customer engagement. Total revenues
excluding divestitures came in at $77.1 billion, below our guidance of $78-79 billion for the year largely due
to the impact of the Argentina devaluation, softer Markets performance, particularly in December and
losses on loan hedges. However, NII ex-Markets came in at $47.6 billion, in line with our guidance. Despite
the challenging environment and the impact of the Argentina devaluation, we grew firmwide revenues by
an approximately 4% ex-divestitures, in line with our investor day target, demonstrating the benefit of our
On slide 9, we show full year expense trends from 2021 to 2023. Excluding the FDIC special assessment
and divestiture-related impacts, full-year expenses were $54.3 billion for 2023, in line with our guidance.
As I mentioned, this includes roughly $780 million of restructuring costs associated with our organizational
simplification and additional severance costs of approximately $730 million, which included actions to
address stranded costs and start to right size the businesses.
Relative to the prior year, expense growth continued to be driven by Transformation and business-led
investments, volume-related expenses and other investments in risk and controls and technology, partially
offset by productivity savings and a reduction in expenses in Legacy Franchises, within All Other. Over the
performance
of the firm but also the businesses.
On slide 10, we show the components of our transformation and technology spend from 2021 to 2023. Over
the past three years, we have invested significantly in our infrastructure, platforms, applications, processes
and data. And as you can see in the bar chart, at the top of the slide, roughly 30% of our Transformation
investments over the last three years were in technology, with the remainder related to non-tech employees
and consultants.
e seen a shift from consulting expenses to technology and compensation as we have gotten
deeper into the execution of our Transformation And you should expect to see this trend continue In total,
we invested over $12 billion in technology in 2023. Beyond transformation, our technology investments are
also focused on digital innovation, new product development, client experience enhancements and areas
that support our infrastructure like cloud and cyber.
On slide 11, we show key consumer and corporate credit metrics. Across Branded Cards and Retail Services
approximately 80% of our card loans are to consumers with FICO scores of 680 or higher. And across both
portfolios, NCL rates have reached pre-covid levels but we continue to be well reserved with a reserve to
funded loan ratio of 7.7%. In our Corporate portfolio, the majority of our exposure is investment grade which
is reflected in our low level of non-accrual loans, at 63 basis points of total corporate loans. We feel good
about the quality and mix of our portfolio and are well reserved for the current environment.
network and the broader institutional client relationships we hold, as well as the strength of our financial
profile in Argentina. As it relates to Russia, we have also included a slide in the appendix. You will see that
the reserves for transfer risk that we have taken have significantly reduced our net investment and therefore
our risk of loss related to Russia.
On slide 12, we show our summary balance sheet and key capital and liquidity metrics. We maintain a very
strong $2.4 trillion balance sheet which is funded in part by a well-diversified $1.3 trillion deposit base
which is deployed into high-quality, diversified assets. The majority of our deposits, $801 billion, are
institutional and operational in nature and span across 90 countries and are complemented by $426 billion
Copyright © 2024 Citigroup Inc. 5",649,5,7,0.3,financial_results
Citigroup,Fourth Quarter 2023,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Fourth Quarter 2023 Earnings Call
January 12, 2024
of U.S. Personal Banking and Wealth deposits. We have approximately $561 billion of HQLA and
approximately $690 billion of loans and we maintain total liquidity resources of $965 billion. Our LCR
decreased modestly to 116%. And our tangible book value per share was $86.19, up 6%.
On the bottom left corner of the slide, we show a full year CET1 walk to provide more detail on the drivers in
2023. First, we generated $8.0 billion of net income to common, which added 70 basis points. Second, we
returned $6.1 billion in the form of common dividends and share repurchases, which drove a reduction of
about 53 basis points. Third, we benefitted from the impact of lower rates on our AFS investment portfolio,
which drove an increase of 20 basis points. And finally, the remaining 3 basis points was largely driven by
higher RWA, partially offset by capital releases from the exit markets. We ended the quarter with a 13.3%
CET1 capital ratio, approximately 100 basis points above our regulatory capital requirement of 12.3%. As
you can see, we have grown our CET1 ratio by approximately 30 basis points over the course of the year
while returning over $6 billion to shareholders in common dividends and repurchases.
Before I take you through each business, as Jane mentioned, we are not satisfied with the performance and
returns of our businesses and therefore we are laser focused on executing against our strategy, simplifying
the organization and right sizing the expense base. As a reminder the investments that we have been
making have impacted each of the businesses as you will see in the next few slides.
So now turning to slide 13, where we show the results for Services for the fourth quarter and the full year.
Revenues were up 6% this quarter, largely driven by NII across TTS and Securities Services, partially offset
by NIR driven by the Argentina devaluation. Services non-interest revenues were up 20% excluding the
impact of the Argentina devaluation. Expenses increased 9%, primarily driven by continued investments in
technology, product innovation and client experience. Cost of credit was $646 million, driven by a reserve
build of approximately $652 million, primarily associated with transfer risk in Russia and Argentina. Net
income decreased to $776 million, as higher revenues were more than offset by higher cost of credit and
higher expenses. Average loans were up 6%, primarily driven by strong demand for working capital loans in
TTS, both in North America and internationally. Average deposits were down 3% as the impact of
quantitative tightening more than offset new client acquisitions and deepening with existing clients,
however sequentially, deposits were up 1%. Services delivered an RoTCE of 13.4% for the quarter. And for
the full year, Services delivered an RoTCE of 20% on $18.1 billion of revenues.
On slide 14, we show the results for Markets for the fourth quarter and the full year. Markets revenues were
down 19%, versus a strong quarter last year, driven by a decline in fixed income and the impact of the
devaluation, partially offset by an increase in equities. Fixed Income revenues decreased by 25%, largely
driven by rates and currencies on lower volatility and a significant slowdown in December as well as the
impact of devaluation. However, we saw good underlying momentum in equities, with revenues up 9%,
driven by gains across all products. And we continued to grow prime balances while making solid progress
on our revenue-to-RWA target. Expenses increased 8%, driven by investments in transformation and risk
and controls and volume related costs, partially offset by productivity savings. Cost of credit was $209
million, driven by a reserve build of approximately $179 million, primarily associated with the transfer risk
in Russia and Argentina. Markets reported a net loss of $134 million, as revenues were more than offset by
higher expenses and higher cost of credit. Average loans increased 4% to $115 billion, as we saw increased
client demand for credit driving growth in warehouse lending. Average trading assets increased 18% to
$391 billion, largely driven by treasuries and mortgage-backed securities, given the strong client activity in
fixed income for much of the year. While it was a challenging quarter, Markets performed relatively well for
the full year with revenue of $18.9 billion and an RoTCE of 7.4%, compared with very strong performance in
the prior year. And we are focused on improving returns over time through a combination of revenue growth,
expense discipline, and capital optimization.
On slide 15, we show the results for Banking for the fourth quarter and the full year. Banking revenues
increased 22%, driven by growth in investment banking fees and lower losses on loan hedges, partially
Copyright © 2024 Citigroup Inc. 6",804,6,8,0.3,financial_results
Citigroup,Fourth Quarter 2023,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Fourth Quarter 2023 Earnings Call
January 12, 2024
offset by lower Corporate Lending revenue. Investment banking revenues increased 27% YoY, driven by
DCM and Advisory due to improvements in market sentiment. In Advisory, we saw signs of strength across
Technology, Healthcare and Energy, and we feel good about the strength of our pipeline. Corporate Lending
revenues excluding mark-to-market on loan hedges decreased 26%, largely driven by lower revenue share
from Investment Banking, Services and Markets. Expenses increased 37%, primarily driven by the absence
of an operational loss reserve release in the prior year. Excluding the reserve release, expenses were roughly
flat. Cost of credit was $185 million, driven by a reserve build associated with the transfer risk in Russia and
Argentina. The NCL rate was 32 basis points of average loans and we ended the quarter with a reserve to
funded loan ratio of 1.6%. Banking reported a net loss of $322 million as higher expenses and cost of credit
more than offset higher revenues. RoTCE was negative 6.0% for the quarter. And for the full year, Banking
reported an RoTCE of negative 0.2% on $4.6 billion of revenues. So clearly, we have more work to do on
capitalize on the rebound in the market wallet. And that includes continuing to invest in key growth areas,
upgrading talent in traditional sectors, and continuing to right size the business.
On slide 16, we show the results for Wealth for the fourth quarter and the full year. Wealth revenues
decreased 3%, driven by lower deposit spreads, partially offset by lower mortgage funding cost and higher
-interest revenue, which was up 13% in the
fourth quarter, driven by higher investment assets, increased client activity and market performance.
Expenses were up 4%, primarily driven by investments in risk and controls and technology, partially offset
by re-pacing strategic investments and tighter expense control as we begin to right size the expense base
in the business. Wealth reported net income of $5 million, as revenues were mostly offset by higher
expenses. Client balances increased 6%, primarily driven by higher client investment assets, partially offset
by lower deposit balances. Average loans were flat, as we continued to optimize capital usage. Average
deposits decreased 2%, reflecting the continued mix shift of deposits to higher-yielding investments on
Client investment assets were up 12%, driven by new acquisitions and the benefit from
higher market valuations. good momentum in net new assets, which more than doubled
to $16 billion for the quarter. For the full year, we added an estimated $21 billion in net new assets. RoTCE
was 0.1% for the quarter. And for the full year, RoTCE was 2.6% on $7.1 billion of revenues. Looking ahead,
strategy to drive investment revenue with an eye toward right sizing the expense base. We will wind down
non-core initiatives, exit less productive performers and enhance discipline across every expense line.
On slide 17, we show the results for US Personal Banking for the fourth quarter and the full year. US Personal
Banking revenues increased 12%. Branded Cards revenues increased 10%, driven by higher net interest
margin and interest-earning balance growth of 13%. And we continue to see healthy growth in new account
acquisitions, up 8% and spend volumes up 3%. Retail Services revenues increased 15%, also driven by
higher net interest margin and interest-earning balance growth of 11%, as well as lower partner payments
due to higher net credit losses. Retail Banking revenues increased 15%, driven by higher deposit spreads,
loan growth and improved mortgage margins. Expenses decreased 1%, as higher expenses to support
lending programs and client engagement, as well as the rollout of Simplified Banking were offset by lower
non-volume related expenses. Cost of credit of $2.1 billion increased 20%, driven by higher NCLs, partially
offset by a lower ACL build. Net income increased to $201 million, driven by higher revenues, partially offset
by higher cost of credit. Average deposits decreased 5%, driven by the transfer of relationships and the
associated deposits to our Wealth business. We continued to make progress against our digital strategy,
with digital deposits up 14% and active digital users increasing 6%. RoTCE for the quarter was 3.6%. And
for the full year, US Personal Banking delivered an ROTCE of 8.3% on $19.2 billion of revenue. Here again,
we are focused on improving the return profile of the business, managing through this part of the credit
cycle and continuing to make progress in Retail Banking will be key.
On slide 18, we show results for All Other on a managed basis, which includes Corporate Other and Legacy
Franchises and excludes divestiture-related items. Revenues decreased 17%, driven by a decrease in NII of
Copyright © 2024 Citigroup Inc. 7",792,7,9,0.3,financial_results
Citigroup,Fourth Quarter 2023,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Fourth Quarter 2023 Earnings Call
January 12, 2024
29%, largely driven by the closed exits and wind-downs, partially offset by higher non-interest revenue.
And expenses increased to $4.5 billion, driven by the FDIC special assessment and restructuring costs,
partially offset by lower expenses in both wind-down and exit markets.
Turning to slide 20, as we kick off 2024, the environment remains somewhat uncertain and Markets
remains difficult to predict, but based on what we see today we expect revenues to be approximately $80
to $81 billion as shown on the left side of the slide. And on the right side of the slide, we list the key drivers.
In TTS, we expect revenue growth to be driven by new client wins, deepening with our existing clients and
continued momentum with Commercial Clients as we continue to leverage our global footprint and product
innovations. In Securities Services, we have a very healthy pipeline and will continue to onboard assets
under custody from new mandates, win new clients and deepen relationships with existing clients. In
Investment Banking we anticipate a rebound in activity and to maintain our position as the wallet recovers.
technology, to allow us to gain share. And we also expect a modest rebound in Wealth, as we execute on
our refocused strategy with an eye towards growing investment fees, particularly with our existing clients.
In USPB, we expect continued growth in cards balances driven by the investments we have been making as
well as lower partner payments in retail services to continue to drive revenue growth. We also expect to
continue to improve our retail branch performance. And as it relates to NII, excluding Markets, we expect
net interest income to be down modestly as the volume growth we expect from loans and deposits is more
than offset by lower US rates and the reduction from the closed exits and wind-downs.
Turning to slide 21, we expect expenses to be approximately $53.5 to $53.8 billion, down from $54.3
billion, subject to volume-related expenses. The decrease in expenses will be driven by the benefits of our
organizational simplification, a continued reduction from exit markets and wind-downs, and productivity
savings, partially offset by investments in risk and controls and volume-related expenses. Embedded in
this guidance includes an elevated level of severance, as well as additional potential costs related to the
organizational simplification totaling approximately $700 million to $1 billion. This will contribute to
reducing headcount over 2024 and the medium term, which we will discuss on the next slide.
On slide 22, we show the drivers of headcount and expense reduction over the medium-term.
discussed in the past, there are three drivers that will reduce our expenses. Organizational simplification
including the reduction of management layers. Eliminating stranded costs as we take additional actions to
reduce excess overhead in light of the exit markets. And realizing productivity savings from our investments
in the transformation and technology. We expect the combination of these three drivers to reduce our
headcount by a net 20 thousand, excluding Mexico, and generate a net run rate save of $2 to $2.5 billion
over the medium term. This will underpin our path to $51 to $53 billion of expenses, subject to volume-
related expenses. Both the headcount and expense reduction will allow us to right size the firm and
businesses to improve performance and returns.
On slide 23, we show our outlook for U.S. Cards in 2024. In terms of credit performance, based on the
above pre-COVID levels and peak in 2024. On a full-year basis for 2024, we expect the Branded Cards NCL
rate to be in the range of 3.5% to 4.0% and the Retail Services NCL rate to be in the range of 5.75% to 6.25%.
From an allowance perspective, we are reserved for a weighted 8-quarter average unemployment rate of
almost 5.0%, which imbeds a downside scenario of approximately 6.8%. ACL builds in 2024 will primarily
be a function of the volume growth that we see as well as changes in the macro scenarios and the
probabilities associated with them. And we expect continued momentum in cards albeit more in line with
mid-single digit loan growth.
On slide 24, we summarize our medium-term targets. While a lot has changed in the macro environment
since Investor Day, our strategy has not, and we are on a path to the 11-12% RoTCE in the medium term,
driven by top line revenue growth and expense reductions. From a revenue perspective, we continue to
Copyright © 2024 Citigroup Inc. 8",763,8,10,0.3,financial_results
