bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,First,"PRESENTATION
OPERATOR",MODERATOR,"Hello and welcome to Citi's First Quarter 2024 Earnings Call. Today's call will be hosted by Jenn
Landis, Head of Citi Investor Relations. We ask that you please hold all questions until the completion of
the formal remarks at which time you will be given instructions for the question-and-answer session. Also,
as a reminder, this conference is being recorded today. If you have any objections, please disconnect at this
time.
Ms. Landis, you may begin.",75,1,1,0.6,opening_remarks
Citigroup,First,JENNIFER LANDIS,OTHER,"Thank you, operator. Good morning and thank you all for joining our first quarter 2024
earnings call. I am joined today by our Chief Executive Officer, Jane Fraser, and our Chief Financial Officer,
Mark Mason.
I'd like to remind you that today's presentation, which is available for download on our website,
citigroup.com, may contain forward-looking statements which are based on management's current
expectations and are subject to uncertainty and changes in circumstances. Actual results may differ
materially from these statements due to a variety of factors, including those described in our earnings
materials as well as in our SEC filings.
And with that, I'll turn it over to Jane.",109,1,2,0.6,opening_remarks
Citigroup,First,JANE FRASER,OTHER,"Thank you, Jenn, and good morning to everyone. Today I am going to touch on the
macroeco
quarter.
While global economic performance was surprisingly desynchronized last year, the overall story has been
consistent of late: one of economic resiliency supported by tight labor markets and the consumer. Growth
this year looks poised to slow in many markets. And conditions are generally disinflationary - you are
already seeing some central banks in the emerging markets starting to cut rates.
In the U.S., a soft landing is viewed as increasingly likely. But we continue to see a tale of two Europes with
Germany hurt by the weak demand for goods while southern European countries such as Spain and Greece
benefit from stronger demand in services.
In Asia,
although its property market remains a concern.
Amidst all these dynamics, we continue to focus on executing against our strategy and delivering the best
of Citi to all our stakeholders. I said 2024 will be a pivotal year for us as we put our business and
organizational simplification largely behind us and we focus on two main priorities: the Transformation and
the performance of our businesses and the firm.
Copyright © 2024 Citigroup Inc. 1",200,1,3,0.6,opening_remarks
Citigroup,First,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi First Quarter 2024 Earnings Call
April 12, 2024
Last month marked the end to the organizational simplification we announced in September. The result is
a cleaner, simpler management structure that fully aligns to and facilitates our strategy. We are now more
client-centric
clear lines of accountability, starting with my management team, fewer layers, increased spans of control,
and frankly much less bureaucracy and needless complexity.
This will all help us run the company more efficiently, it will enhance our client experience, and improve
more roles were ultimately impacted than the 5,000 we discussed in January.
We also took a number of other steps to sharpen our business focus and improve returns by right placing
strategy; and right sizing the workforce in Wealth.
As a result of all these combined steps, which include the simplification, we are eliminating approximately
7,000 positions which will generate $1.5 billion of annualized run-rate expense saves. The combination of
these actions and the measures we are taking to eliminate our remaining stranded costs will drive $2 to
$2.5 billion in cumulative annualized run-rate saves in the medium term.
We are keeping a close eye on the execution of these efforts and overall resourcing to ensure we safeguard
our commitment to the Transformation. As you know, given its magnitude and scale, the Transformation
is a multi-year effort to address issues that have spanned over two decades.
We have made steady progress as we retire multiple legacy platforms, streamline end-to-end processes,
and strengthen our risk and control environment. All of which are necessary, not only to meet the
expectations of our regulators, but also to serve our clients more effectively.
A transformation of this magnitude is never linear. So while we have made good progress in many areas,
there are a few where we are intensifying our efforts, such as automating certain regulatory processes and
the data related to regulatory reporting. We are committed to getting these right and will look to self-fund
the necessary investments to do so.
Turning to the quarter, we had a good start to a pivotal year. We reported net income of approximately $3.4
billion, EPS of $1.58 and an RoTCE of 7.6% on over $21 billion of revenues. Our revenues were up over 3%
year-over-year, excluding divestitures, which was primarily the billion-dollar gain from the India consumer
sale last year. Our expenses were slightly down quarter-over-quarter, excluding the FDIC special
assessments.
Services continues to perform well and generate very attractive returns. Revenue was up 8% for the quarter
as both businesses won new mandates and deepened relationships with existing clients.
Fees were up a pleasing 10% for Services year over year, driven by the investments we have made across
our product offering, platforms and client experience. In Securities Services, we took share again this
quarter. And in TTS, cross-border activity continued to outpace global GDP growth, and commercial card
spend remained robust. We look forward to diving deeper into these two businesses at our Investor
Presentation on Services in June.
impacted Rates and Currencies, that was off a very strong first quarter last year. We saw good client activity
in Equities and in Spread Products, where both new issuance and securitization activity were particularly
robust. We fully integrated our Financing and Securitization capabilities within our Markets business and
we started to see the benefits of having a unified spread product offering for our clients.
Copyright © 2024 Citigroup Inc. 2",579,2,4,0.3,financial_results
Citigroup,First,MARK MASON,OTHER,"Thanks, Jane and good morning, everyone. I am going to start with the firmwide financial
results, focusing on year-over-year comparisons for the first quarter unless I indicate otherwise, and then
spend a little more time on the businesses.
Copyright © 2024 Citigroup Inc. 3",44,3,5,0.6,opening_remarks
Citigroup,First,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi First Quarter 2024 Earnings Call
April 12, 2024
On slide 6, we show financial results for the full firm. In the first quarter, we reported net income of
approximately $3.4 billion, EPS of $1.58 and an RoTCE of 7.6% on $21.1 billion of revenues. Total revenues
were down 2% on a reported basis. Excluding divestiture-related impacts, largely consisting of the $1 billion
gain from the sale of the India consumer business in the prior year, revenues were up more than 3%, driven
by growth across Banking, USPB and Services, partially offset by declines in Markets and Wealth. Expenses
were $14.2 billion, up 7%, on a reported basis. Excluding divestiture-related impacts and the incremental
FDIC special assessment, expenses were up 5%. Cost of credit was approximately $2.4 billion, primarily
driven by higher Card net credit losses, which were partially offset by ACL releases in Wealth, Banking and
Legacy Franchises. At the end of the quarter, we had nearly $22 billion in total reserves with a reserve-to-
funded loans ratio of approximately 2.8%.
On slide 7, we show the expense trend over the past five quarters. We reported expenses of $14.2 billion,
which included the incremental FDIC special assessment of roughly $250 million. Also included in this
number are $225 million of restructuring charges largely related to the organizational simplification. In total,
actions, we expect approximately $1.5 billion of annualized run-rate saves over the medium term related to
a headcount reduction of approximately 7,000. In addition to the restructuring, we took approximately $260
million of repositioning costs largely related to our efficiency efforts across the firm, including the reduction
of stranded costs associated with the consumer divestitures. The expected savings from these actions will
allow us to continue to fund additional investments in the Transformation this year. And relative to the prior
year, the remainder of the expense growth was largely driven by inflation and volume-related expenses,
partially offset by productivity savings. In the remainder of the year, we expect a more normalized level of
repositioning, which is already embedded in our guidance. Therefore, you can expect our quarterly expense
trend to go down from here in line with our $53.5-$53.8 billion ex-FDIC expense guidance.
On slide 8, we show net interest income, deposits, and loans, sequential variances. In the
first quarter, net interest income decreased by $317 million, largely driven by Markets, which resulted in a 4
basis point decrease in net interest margin. Excluding Markets, net interest income was relatively flat.
Average loans were up $4 billion, primarily driven by Loans in Spread Products in Markets, as well as Card
and Mortgage loans in US Personal Banking, partially offset by declines in Services. And average deposits
were up nearly $7 billion, primarily driven by Services, as we continue to grow high-quality operating
deposits.
On slide 9, we show key consumer and corporate credit metrics. This quarter, we adjusted our FICO
distribution to be more aligned with industry reporting practices and now show our FICO mix using a 660
threshold. Across Branded Cards and Retail Services, approximately 85% of our card loans are to consumers
with FICO scores of 660 or higher. And we remain well reserved with a reserve-to-funded loan ratio of 8.2%
for our total card portfolio. In our Corporate portfolio, the majority of our exposure is investment grade,
which is reflected in our low level of non-accrual loans at 0.5% of total corporate loans. As a reminder, our
loan loss reserves incorporate a scenario-weighted average unemployment rate of approximately 5%, which
includes a downside scenario unemployment rate of close to 7%. As such, we feel very comfortable with the
nearly $22 billion of reserves we have in the current environment.
highlight the strength of our balance sheet, capital and
liquidity. We maintain a very strong $2.4 trillion high-quality balance sheet, which increased 1% sequentially.
Despite this increase, we were able to decrease our risk-weighted assets reflecting our continued
optimization efforts and focus on capital efficiency. Our balance sheet is a reflection of our risk appetite,
strategy and diversified business model. The foundation of our funding is a $1.3 trillion deposit base, which
is well diversified across regions, industries, customers and account types. The majority of our deposits,
$812 billion, are corporate and span 90 countries. Most of our corporate deposits reside in operating
accounts that are crucial to how our clients fund their daily operations around the world. In most cases, we
integrated services payments & collections, liquidity management and working capital solutions. All of
which greatly increase the stickiness of these deposits. The majority of our remaining deposits, about $423
Copyright © 2024 Citigroup Inc. 4",780,4,6,0.3,financial_results
Citigroup,First,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi First Quarter 2024 Earnings Call
April 12, 2024
billion, are well diversified across the Private Bank, Citigold, Retail and Wealth at Work, as well as across
regions and products. Now turning to the asset side, over the last several years, we have maintained a strong
risk appetite framework and have been very deliberate about how we deploy our deposits and other liabilities
into high-quality assets. This starts with our $675 billion loan portfolio which is well diversified across
consumer and corporate loans. And the duration of the total portfolio is approximately 1.2 years. About one-
third of our balance sheet is held in cash and high-quality, short-duration investment securities that
contribute to our nearly $1 trillion of available liquidity resources. And for the quarter, we had an LCR of 117%.
So to wrap it up, we are active and deliberate in the management of our balance sheet, which is reflected in
our high-quality assets and strong capital and liquidity position.
On slide 11, we show the sequential CET1 walk to provide more detail on the drivers this quarter. First, we
generated $3.1 billion of net income to common shareholders, which added 27 basis points. Second, we
returned $1.5 billion in the form of common dividends and share repurchases, which drove a reduction of
about 13 basis points. Third, we saw an increase in our disallowed DTA, which resulted in a 10 basis point
decrease. And finally, the remaining 6 basis point benefit was largely driven by a reduction in RWA. We ended
the quarter with a preliminary 13.5% CET1 capital ratio, approximately 120 basis points, or over $13 billion,
above our regulatory capital requirement of 12.3%. That said, our capital requirement does not yet reflect our
simplification efforts, the benefits of our Transformation or the full execution of our strategy, all of which we
expect to bring down capital requirements over time.
So now turning to slide 12. Before I get into the businesses, let me remind you that in the fourth quarter, we
implemented a revenue sharing arrangement within Banking, and between Banking, Services and Markets
to reflect the benefit the businesses get from our relationship-based lending. The impact of revenue sharing
is in In Services, revenues were
up 8% this quarter, driven by continued momentum across both TTS and Securities Services. Net interest
income increased 6%, driven by higher deposit and trade loan spreads. Non-interest revenue increased 14%,
largely driven by continued strength across underlying fee drivers. In TTS, cross-border volumes increased
9%, USD clearing volumes increased 3% and commercial card spend volumes increased 5%, all of which was
driven by strong corporate client activity. In Securities Services, our preliminary assets under custody and
administration increased 11%, benefiting from higher market valuations, as well as new client onboarding.
The growth in both businesses is a direct result of our continued investments in product innovation, the
client experience and platform modernization to gain share across all client segments. TTS continues to
maintain its number one position with Large Corporate and FI clients and see good momentum in the
commercial client segment. And we continue to gain share in Securities Services. Expenses increased 11%,
largely driven by continued investments in technology and product innovation. Cost of credit was $64
million as net credit losses remain low. Net income was approximately $1.5 billion. Average loans were up
4%, primarily driven by strong demand for working capital loans in TTS. Average deposits were down 3% as
the impact of quantitative tightening more than offset new client acquisitions and deepening with existing
clients. However, it is worth noting that we continue to see good operating deposit inflow. And Services
continues to deliver a high RoTCE of 24.1% for the quarter.
On slide 13, we show the results for Markets for the first quarter. Markets revenues were down 7% as lower
Fixed Income revenues more than offset growth in Equities. Fixed Income revenues decreased 10%, driven
by Rates and Currencies, which were down 21%, on the back of lower volatility and a strong quarter in the
prior year. This was partially offset by strength in Spread Products and Other Fixed Income, which was up
26% driven by an increase in client activity, particularly in asset-backed lending. And we continued to see
good underlying momentum in Equities, with revenues up 5%, driven by growth across cash trading and
equity derivatives. And we continued to make progress in prime with balances up more than 10%. Expenses
increased 7%, largely driven by the absence of a legal reserve release last year. Cost of credit was $200
million, primarily driven by macroeconomic assumptions related to loans in Spread Products that impacted
reserves. Net income was approximately $1.4 billion. Average loans increased 8%, primarily driven by asset-
backed lending in Spread Products due to an improvement in market activity. Average trading assets
increased 4% sequentially, largely driven by seasonally stronger activity in the first quarter. Markets
delivered an RoTCE of 10.4% for the quarter.
Copyright © 2024 Citigroup Inc. 5",842,5,7,0.3,financial_results
Citigroup,First,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi First Quarter 2024 Earnings Call
April 12, 2024
On slide 14, we show the results for Banking for the first quarter. Banking revenues increased 49%, driven by
growth in Investment banking and Corporate Lending and lower losses on loan hedges. As I previously
mentioned, Corporate Lending results include the impact of revenue sharing from Investment Banking,
Services and Markets. Investment Banking revenues increased 35%, driven by DCM and ECM as improved
market sentiment led to an increase in issuance activity, particularly Investment Grade, which is running at
near-record levels. Advisory revenues declined given the low level of announced merger activity last year.
However, in the quarter we participated in the pickup in announced M&A across sectors, including those
Corporate Lending revenues, excluding
mark-to-market on loan hedges, increased 34%, largely driven by higher revenue share. We generated
positive operating leverage this quarter as expenses decreased 4%, driven by actions taken to right size the
expense base. Cost of credit was a benefit of $129 million, primarily driven by changes in portfolio
composition. The NCL rate was 0.3% of average loans, and we ended the quarter with a reserve-to-funded
loan ratio of 1.5%. Net income was approximately $536 million. Average loans decreased 6% as we
maintained strict discipline around capital efficiency, as we optimize Corporate loan balances. RoTCE was
9.9% for the quarter, reflecting a rebound in activity, reserve releases and continued expense discipline.
On slide 15, we show the results for Wealth for the first quarter. Wealth revenues decreased 4%, driven by a
13% decrease in NII from lower deposit spreads and higher mortgage funding costs, partially offset by higher
investment fee revenues. omentum in non-interest revenue, which was up 11%, as we
benefited from higher investment assets across regions, driven by increased client activity as well as market
valuations. Expenses were up 3%, driven by technology investments focused on risk and controls, as well as
platform enhancements, partially offset by the initial benefits of expense reductions as we continue to right
size the workforce. Cost of credit was a benefit of $170 million, driven by a reserve release of approximately
$200 million primarily related to a change in estimate as we enhanced our data related to margin lending
collateral. Net income was $150 million. End-of-period client balances increased 6%, driven by higher client
investment assets. Average loans were flat, as we continued to optimize capital usage. Average deposits
decreased 1%, largely reflecting lower deposits in the Private Bank and Wealth at Work and the continued
shift of deposits to higher-
relationships and the associated deposits from USPB. Client investment assets were up 12%, driven by net
new investment asset flows and the benefit of higher market valuations. RoTCE was 4.6% for the quarter.
foundational priorities. As Jane mentioned, this will take time but over the medium to longer-term, we view
this as a greater- than-20% return business.
On slide 16, we show the results for US Personal Banking for the first quarter. US Personal Banking revenues
increased 10%, driven by NII growth of 8% and lower partner payments. Branded Cards revenues increased
7%, driven by interest-earning balance growth of 10% as payment rates continue to moderate. And we
continue to see healthy growth in spend volumes up 4%, primarily driven by our more affluent customers.
Retail Services revenues increased 18%, primarily driven by lower partner payments due to higher net credit
losses, as well as interest-earning balance growth of 9%. Retail Banking revenues increased 1%, driven by
higher deposit spreads, loan growth and improved mortgage margins. Expenses were roughly flat due to
lower compensation costs, including repositioning, offset by higher volume-related expenses. Cost of credit
of approximately $2.2 billion increased 34%, largely driven by higher NCLs of $1.9 billion as card loan
vintages that were originated over the last few years were delayed in their maturation due to the
unprecedented levels of government stimulus during the pandemic and are now maturing. In Branded
Cards, the NCL rate came in at 3.65%, in line with our expectations. In Retail Services, the NCL rate of 6.32%
was slightly above the high end of our guidance range for the full year and will likely remain above the range
in the second quarter, reflecting historical seasonality patterns. However, given the persistent inflation,
higher interest rates and continued sales pressure at our partners, we now expect to be closer to the high
end of the full year NCL guidance range for Retail Services. This expectation, along with the continued mix
shift from transactors to revolvers across both portfolios, led to an ACL build of approximately $340 million.
Net income decreased to $347 million. Average deposits decreased 10%, as the transfer of relationships and
the associated deposits to our Wealth business more than offset the underlying growth. RoTCE for the
Copyright © 2024 Citigroup Inc. 6",811,6,8,0.3,financial_results
Citigroup,First,"QUESTION AND ANSWER
OPERATOR",MODERATOR,"Our first question will come from Mike Mayo with Wells Fargo. Your line is open. Please go
ahead.",18,7,9,0.6,qa_session
Citigroup,First,MIKE MAYO,OTHER,"Hi. Well, you just finished your seventh month of your org simplification and you said 7,000
positions go away, with $1.5 billion of expense savings. So that's very concrete, but more generally, after 20,
30, 40 years of matrix structure down to five lines of business, you're reporting these differently, you're
talking about them differently, but the question that I think a lot of people have is, are you simply reporting
these lines of business differently, or are you actually running them differently? Thanks.",84,7,10,0.6,opening_remarks
