bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Second,"PRESENTATION
OPERATOR",MODERATOR,"Hello, and welcome to Citi's Second Quarter 2023 Earnings Review with the Chief Executive
Officer, Jane Fraser; and Chief Financial Officer, Mark Mason. Today's call will be hosted by Jenn Landis,
Head of Citi Investor Relations. We ask that you please hold all questions until the completion of the formal
remarks, at which time you will be given instructions for the question-and-answer session. Also, as a
reminder, this conference is being recorded today. If you have any objections, please disconnect at this
time.
Ms. Landis, you may begin.",88,1,1,0.6,opening_remarks
Citigroup,Second,JENNIFER LANDIS,OTHER,"Thank you, operator. Good morning and thank you all for joining us. I'd like to remind you that
today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking
statements, which are based on management's current expectations and are subject to uncertainty and changes in
circumstances. Actual results may differ materially from these statements due to a variety of factors, including those
described in our earnings materials as well as in our SEC filings.
With that, I'll turn it over to Jane.",85,1,2,0.6,opening_remarks
Citigroup,Second,JANE FRASER,OTHER,"Thank you, Jenn, and good morning to everyone.
first quarter, it was not without its moments.
The global economy continues to be remarkedly resilient, although the macro backdrop differs across key
markets. While the bulk of the tightening is behind us, central banks are responding vigorously to inflation
In the U.S., the tight labor market keeps pushing the timing of this elusive recession later into this year or
2024, with the robust demand for services providing a backstop for the economy.
The Eurozone has also exceeded expectations; however, most countries are facing pressure from labor and
-term competitiveness.
China is the biggest disappointment, as growth decelerated after an initial post-reopening pop. I was there
year as some had hoped.
So bottom line, globally we continue to see the same quite challenging macro-economic conditions that
business model and strong balance sheet. We remain laser focused on executing our strategy and
simplifying and modernizing our bank. Despite the turbulence and macro backdrop of the first half, we are
on track with the plan we laid out at Investor Day and remained committed to our strategy and medium-
term ROTCE target.
Today we reported net income of $2.9 billion and an EPS of $1.33. Our revenues ex-divestitures are
Copyright © 2023 Citigroup Inc. 1",211,1,3,0.6,opening_remarks
Citigroup,Second,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Second Quarter 2023 Earnings Review
July 14, 2023
relatively flat to last year and we remain on track to meet our revenue guidance of $78-79 billion for the
year. We are also on track to meet the expense guidance for the year. And, consistent with the plan we
shared with you at our Investor Day, we are pursuing cost saving opportunities to help offset the significant
investments in our Transformation.
In Services, TTS continues to deliver, with revenues up a healthy 15%. This was driven by both net interest
income and non-interest revenue as we win fee-generating mandates with new clients and deepen our
relationships with existing large corporate and commercial clients. We are proud of our number one ranking
for large institutional clients1. And this week, we announced our latest innovation, Citi Direct Commercial
Banking, a digital platform to help our growing commercial clients tap into our global network.
Securities Services revenues were also up 15%, driven by higher interest rates across currencies. We are
really pleased with execution in this business as we continue to bring in new assets under custody and
administration, which are up by approximately $2.4 trillion in the last year. And we have gained 100 basis
points in share year-over-year as a result of the investments we have been making2.
Markets revenues were down 13%, compared to an exceptionally strong second quarter last year. From
early April, clients stood on the sidelines as the debt ceiling played out and we continued to experience very
low levels of volatility throughout the quarter. Despite this, our corporate client flows remained strong, and
we achieved our medium-term revenue-to-RWA target again this quarter.
In Banking, the momentum in investment grade debt has spread into other DCM products. But the long-
awaited rebound in Investment Banking has yet to materialize, and it was a disappointing quarter in terms
of both the wallet and our own performance with Investment Banking revenues down 24%. We continue
to right-size the business to the environment whilst making investments in selected areas such as
Technology and Healthcare.
In the U.S., taken together our cards businesses had double-digit revenue growth aided by customer
engagement and the continued normalization in payment rates. In Branded Cards, spend is still strong in
travel and entertainment, and acquisitions remain pretty healthy. This is a great franchise, and we have
launched a raft of new innovations from transforming our ThankYou rewards platform to our enhanced
value proposition for the premium card with our longtime partner, American Airlines.
Credit normalization is happening faster in Retail Services, given the p
say we are seeing a more cautious consumer but not necessarily a recessionary one.
Wealth revenues were down 5% as the business continues to be negatively impacted by the deposit mix
shift, particularly in the Private Bank, and by lower investment revenues. However, we have seen activity
pick up a bit in Asia for two quarters with growing net new assets. Referrals from the U.S. retail bank are
increasing, and globally, new client acquisition in the Private Bank and Wealth at Work has grown
significantly on the back of our investments in our network of client advisors and bankers.
Turning to expenses, they were elevated this quarter, as we expected. This includes the additional
repositioning actions we took to right size certain businesses and functions in light of the current
environment. Year-to-date, severance is about $450 million, including $200 million in the quarter.
Separate to repositioning, we remain committed to bending our expense curve by the end of 2024 through
three significant efforts.
First, we continue to make investments in our Transformation and other risk and control initiatives which
are necessary to modernize our infrastructure, automate our controls, as well as improve the client
experience. As we said before, we will start to see the more material benefits of these investments over the
Copyright © 2023 Citigroup Inc. 2
1 al revenues. Peer Group
includes BAC, BARC, BNP, DB, HSBC, JPM, SG, SCB, and WFC. Institutional/ICG Client includes Corporates with Turnover >1.5bn and all Financial
Institutions.
2 al revenues. Market
.",690,2,4,0.3,opening_remarks
Citigroup,Second,MARK MASON,OTHER,"Thanks, Jane and good morning everyone. I am going to start with the Firmwide financial
results, focusing on year-over-year comparisons for the second quarter unless I indicate otherwise, and
spend a little more time on expenses and capital. Then I will turn to the results of each segment.
Copyright © 2023 Citigroup Inc. 3",54,3,5,0.6,opening_remarks
Citigroup,Second,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Second Quarter 2023 Earnings Review
July 14, 2023
On slide 4, we show financial results for the full firm. In the second quarter, we reported net income of
approximately $2.9 billion and an EPS of $1.33 and an RoTCE of 6.4% on $19.4 billion of revenues.
Embedded in these results are after-tax divestiture-related impacts of approximately $(92) million.
Excluding these items, EPS was $1.37 with an RoTCE of 6.6%. In the quarter, total revenues decreased by
1% both on a reported basis and excluding divestiture-related impacts, as strength across Services, U.S.
Personal Banking and revenue from the investment portfolio, was more than offset by declines in Markets,
Investment Banking and Wealth, as well as the revenue reduction from the closed exits and wind-downs.
Our results include expenses of $13.6 billion, up 9% both on a reported basis and excluding divesture-related
costs.
Cost of credit was approximately $1.8 billion, primarily driven by the continued normalization in Cards net
credit losses and ACL builds, largely related to growth in card balances.
Our effective tax rate this quarter was 27%, primarily driven by the geographic mix of our pre-tax earnings in
the quarter. Excluding current quarter divestiture-related impacts, our effective tax rate was 26%.
At the end of the quarter, we had over $20 billion in total reserves with a reserve-to-funded loans ratio of
approximately 2.7%. And through the first half of 2023, we reported an RoTCE of 8.7%.
On Slide 5, we show the quarter-over-quarter and year-over-year expense variance for the second quarter.
Expenses were up 9%, driven by a number of factors, including investments in risk and controls, business-
led and enterprise-led investments, volume growth and macro factors, including inflation, as well as
severance, and all of this was partially offset by productivity savings and expense reductions from the exits
and wind-downs
Severance in the quarter was approximately $200 million, and $450 million year-to-date, as we took further
actions across Investment Banking, Markets and the Functions.
We are investing in the execution of our Transformation and continue to see a shift in our investments from
third-party consulting to technology and full-time employees. And as we said last quarter, our
Transformation and technology investments span across the following themes: Platform and process
simplification, security and infrastructure modernization, client experience enhancements and data
improvements.
Despite the higher expense base sequentially, we remain in line with our full year guidance of roughly $54
billion, excluding divestiture-related impacts and the FDIC special assessment.
riances. In the
second quarter, net interest income increased by approximately $550 million, largely driven by dividends.
The increase in net interest income ex-Markets was largely driven by higher rates and cards growth, partially
offset by the mix shift that we have seen to higher rate deposit products within PBWM.
Average loans were flat as growth in PBWM was offset by the wind-down markets and a decline in ICG, as
we continue to optimize the loan portfolio including a further reduction in subscription credit facilities.
Average deposits were down 2%, largely driven by TTS as we saw some non-operational outflow as expected
in light of quantitative tightening. However, underlying this, we did see strong growth in operating accounts
Copyright © 2023 Citigroup Inc. 4",543,4,6,0.3,financial_results
Citigroup,Second,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Second Quarter 2023 Earnings Review
July 14, 2023
as we continue to win new clients and deepen with existing ones. And our net interest margin increased 7
basis points.
On Slide 7, we show key consumer and corporate credit metrics. We are well reserved for the current
environment with over $20 billion of total reserves. Our reserves-to-funded loans ratio is approximately
2.7%. And within that, U.S. Cards is 7.9%.
In PBWM, 44% of our lending exposures are in US cards and of that exposure, 80% is to customers with
FICOs of 680 or higher. And NCL rates are still below pre-COVID levels and are normalizing in line with our
expectations. The remaining 56% of our PBWM lending exposure is largely in Wealth, predominantly in
mortgages and margin lending.
In our ICG portfolio, of our total exposure, approximately 85% is investment grade. Of the international
exposure, approximately 90% is investment grade or exposure to multinational clients or their subsidiaries.
And corporate non-accrual loans remain low at about 44 basis points of total loans.
As you can see on the page, we break out our Commercial Real Estate lending exposures across ICG and
PBWM which totals $66 billion, of which 90% is investment grade.
So, while the macro and geopolitical environment remains uncertain, we feel very good about our asset
quality, exposures and reserve levels and we continuously review and stress the portfolio under a range of
scenarios.
On Slide 8, we show our summary balance sheet and key capital and liquidity metrics. We maintain a very
strong $2.4 trillion balance sheet which is funded in part by a well-diversified $1.3 trillion deposit base across
regions, industries, customers and account types which is deployed into high-quality, diversified assets. Our
balance sheet reflects our strategy and well diversified business model. We leverage our unique assets and
capabilities to serve corporates, financial institutions, investors, and individuals with global needs.
The majority of our deposits, $818 billion, are institutional and operational in nature and span across 90
countries. These institutional deposits are complemented by $427 billion of US Retail consumer and global
wealth deposits as you can see on the bottom right side of the page.
We have approximately $584 billion of HQLA and approximately $661 billion of loans and we maintain total
liquidity resources of just under $1 trillion. Our LCR was relatively stable at 119% and our net stable funding
ratio was greater than 100%. We ended the quarter with a 13.3% CET1 ratio. And our tangible book value per
share was $85.34, up 6% from a year ago.
On Slide 9, we show a sequential CET1 walk to provide more detail on the drivers this quarter. Starting from
the end of the first quarter. First, we generated $2.6 billion of net income to common which added 22 basis
points. Second, we returned $2.0 billion in the form of common dividends and share repurchases, which
drove a reduction of about 18 basis points And finally, the remaining 14 basis point decrease was primarily
driven by RWA growth as we continued to grow card balances, partially offset by optimizing RWA in Markets
and Corporate Lending
We ended the quarter with a 13.3% CET1 capital ratio, which includes a 100 basis point internal management
buffer. We expect our regulatory capital requirement to be 12.3% in October of 2023, which incorporates the
increase in our Stress Capital Buffer from 4% to the preliminary SCB of 4.3% we announced a couple weeks
ago. And we will continue our dialogue with the Fed to better understand the differences between their
modeled results and ours, specifically in non-interest revenue.
That said, our strategy is designed to further diversify our business mix to have a more consistent,
Copyright © 2023 Citigroup Inc. 5",634,5,7,0.3,financial_results
Citigroup,Second,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Second Quarter 2023 Earnings Review
July 14, 2023
predictable and repeatable revenue stream, as well as reduce risk and simplify our firm by exiting 14
international consumer markets. The strategy and the simplification coupled with the benefits of our
transformation investments will allow us to improve RWA and capital over time. The continued optimization
of our balance sheet should not only help SCB but reduce RWA. This will offset some of the anticipated
headwinds in capital requirements and RWA. And we will continue to reassess how and where we deploy
capital and evaluate the appropriate level of our management buffer over time.
On Slide 10, we show the results for our Institutional Clients Group for the second quarter.
Revenues were down 9% this quarter, as growth in Services was more than offset by Markets and Banking.
Expenses increased 13%, primarily driven by continued investments in TTS and risk and controls, as well as
approximately $120 million of severance in Investment Banking and Markets, partially offset by productivity
savings.
Cost of credit was $58 million, as net credit losses were partially offset by an ACL release. This resulted in
net income of approximately $2.2 billion, down 45%, primarily driven by lower revenues and higher
expenses. ICG delivered an RoTCE of 9.2% for the quarter and 11.4% through the first half of 2023.
Average loans were down 6% reflecting discipline around our strategy and returns. Average deposits were up
1% as we continued to acquire new clients and deepen relationships with existing ones.
On Slide 11, we show revenue performance by business and the key drivers we laid out at Investor Day. In
Treasury and Trade Solutions, revenues were up 15%, driven by 18% growth in net interest income and 8% in
non- -FX basis. We continue
to see healthy underlying drivers in TTS that indicate consistently strong client activity with, U.S. Dollar
Clearing Volumes up 6%, both in the quarter and through the first half of 2023, Cross-border flows up 11%,
outpacing global GDP growth, both in the quarter and through the first half of 2023, and commercial card
volumes up roughly 15%, led by spend in travel In fact, similar to the last few quarters, client wins are up
approximately 41% across all client segments. These include marquee transactions where we are serving as
In Securities Services, revenues were also up 15%, driven by higher net interest income across currencies. We
are pleased with the progress in Securities Services as we continue to onboard assets under custody and
administration, which are up approximately 11% or $2.4 trillion dollars And we feel very good about the
pipeline of new deals in Securities Services As a reminder, the Services businesses are central to our strategy
and are two of our higher-returning businesses with strong synergies across the firm.
Markets revenues were down 13%, driven by both Fixed Income and Equities, relative to an exceptional
quarter last year coupled with low volatility this quarter. Fixed Income revenues were down 13%, as strength
in our Rates franchise was more than offset by a decline in Currencies and Commodities. Equities revenues
were down 10%, primarily reflecting a decline in Equity Derivatives. But consistent with our strategy, we
continued to grow Prime balances, driven by client wins. Corporate client flows remained strong and stable
and we continued to make solid progress on our revenue-to-RWA target And finally, Banking revenues,
excluding gains and losses on loan hedges, were down 22%, driven by Investment Banking, as heightened
macro uncertainty continued to impact client activity, as well as lower revenues in Corporate Lending. While
we continue to have a strong pipeline and are seeing green shoots of activity, we recognize there is more work
to do in ECM and M&A. That said, we believe the investments we have made in Healthcare and Technology
coverage will benefit us over time.
So overall, while the market environment remains challenging and there is more work to be done, we are
making progress against our strategy in ICG.
Now turning to Slide 12, we show the results for our Personal Banking & Wealth Management business.
Copyright © 2023 Citigroup Inc. 6",699,6,8,0.3,financial_results
Citigroup,Second,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Second Quarter 2023 Earnings Review
July 14, 2023
Revenues were up 6%, driven by net interest income growth of 7%, partially offset by a 6% decline in non-
interest revenue, driven by lower investment product revenues in Wealth. Expenses were up 5%,
predominantly driven by risk and control investments.
Cost of credit was $1.6 billion, driven by higher net credit losses as we continue to see normalization in our
card portfolios and a reserve build of $335 million, primarily driven by card balance growth.
Average loans increased 7% driven by cards, mortgages and installment lending. Average deposits
decreased 1%, largely reflecting our Wealth clients putting cash to work in fixed income investments on our
platform. And PBWM delivered an RoTCE of 5.5%, both for this quarter and through the first half of 2023,
largely reflecting the challenging environment for Wealth and higher credit costs.
On Slide 13, we show PBWM revenues by product as well as key business drivers and metrics. Branded Cards
revenues were up 8%, primarily driven by higher net interest income. We continue to see strong underlying
drivers with new account acquisitions up 6%, card spend volumes up 4% and average loans up 14%. Retail
Services revenues were up 27%, driven by higher net interest income and lower partner payments. For both
Card portfolios, we continue to see payment rates decline, and that combined with the investments we have
been making contributed to growth in interest-earning balances of 17% in Branded Cards and 12% in Retail
Services.
Retail Banking revenues decreased 9%, reflecting the transfer of relationships and the associated deposits
to our Wealth business. In fact, consistent with our strategy, we continued to leverage our retail network to
drive 25,000 Wealth referrals year-to-date through May, up 18% YoY.
Wealth revenues were down 5%, driven by continued investment fee headwinds and higher deposit costs,
particularly in the Private Bank. However, Wealth at Work revenues were up over 30%, driven by strong
lending results, primarily in mortgages. Client advisors were down 1%, reflecting the re-pacing of strategic
hiring. And new client acquisitions were up nearly 40% in the Private Bank and approximately 60% in
Wealth-at-
momentum in underlying drivers.
On Slide 14, we show results for Legacy Franchises. Revenues were down 1%, as the benefit of higher rates
and volumes in Mexico was more than offset by the reductions from closed consumer exits and wind-downs.
It is worth noting that -FX. Expenses decreased 2%, primarily
driven by closed consumer exits and wind-downs. Excluding divestiture-related impacts, expenses
decreased 8%.
On Slide 15, we show results for Corporate Other for the second quarter. Revenues increased, largely driven
by higher net revenue from the investment portfolio. Expenses also increased, driven by inflation and
severance.
maintaining our full-year
revenue guidance of $78 - $79 billion, excluding 2023 divestiture-related impacts, although the mix has
shifted somewhat. We are increasing our net interest income guidance from $45 billion to slightly above $46
billion for the full year excluding Markets, offset by lower non-interest revenue, largely driven by Investment
Banking and Wealth.
We are also maintaining our expense guidance of roughly $54 billion, excluding 2023 divestiture-related
impacts and the FDIC special assessment. Net credit losses in Cards should continue to normalize in the
remainder of the year, with both portfolios reaching normalized levels by year-end. And we now expect the
full-year tax rate to be approximately 25%, excluding discrete items and divestiture-related impacts.
As it relates to the third quarter, we expect continued momentum with clients, including fees, and benefits
Copyright © 2023 Citigroup Inc. 7",602,7,9,0.3,financial_results
Citigroup,Second,"QUESTION AND ANSWER
OPERATOR",MODERATOR,Our first question will come from Glenn Schorr with Evercore.,10,8,10,0.6,qa_session
