bank,quarter,speaker,role,paragraph,word_count,page_number,sequence,confidence,topic_category
Citigroup,Third,"PRESENTATION
OPERATOR",MODERATOR,"Hello, and welcome to Citi's Third Quarter 2023 Earnings Review with the Chief Executive
Officer, Jane Fraser; and Chief Financial Officer, Mark Mason. Today's call will be hosted by Jenn Landis,
Head of Citi Investor Relations. We ask that you please hold all questions until the completion of the formal
remarks, at which time you will be given instructions for the question-and-answer session. Also, as a
reminder, this conference is being recorded today. If you have any objections, please disconnect at this
time.
Ms. Landis, you may begin.",88,1,1,0.6,opening_remarks
Citigroup,Third,JENNIFER LANDIS,OTHER,"Thank you, operator. Good morning and thank you all for joining us. I'd like to remind
you that today's presentation, which is available for download on our website, citigroup.com, may contain
forward-looking statements, which are based on management's current expectations and are subject to
uncertainty and changes in circumstances. Actual results may differ materially from these statements due
to a variety of factors, including those described in our earnings materials as well as in our SEC filings.
With that, I'll turn it over to Jane.",85,1,2,0.6,opening_remarks
Citigroup,Third,JANE FRASER,OTHER,"Thank you, Jenn, and good morning to everyone. I shall touch briefly on the macro
environment before reviewing the quarter and last month's organization announcement.
The global macro backdrop remains a story of de-synchronization. In the U.S., recent data implies a soft
landing, but history would suggest otherwise. And we are seeing cracks in the lower FICO consumers.
In the Euro-area and the UK, the picture has turned distinctly more negative. The summer weakness in
industrial economies is spreading south. And the weight of structurally higher labor and energy costs
suggest a more enduring competitiveness challenge for that region.
efforts, but it still has to work through weak sentiment, youth unemployment and the pain in its property
market.
All of these macro dynamics have clearly impacted client sentiment.
September is always a busy month seeing clients, and I am struck how consistently CEOs are less optimistic
about 2024 than a few months ago. The shift in the rates question from how high to how long has catalyzed
more client activity, however. Corporates have stopped waiting for rates to come down and are beginning
to access the debt capital markets around the globe.
Our multinational clients are adapting their operations to the evolving geopolitical landscape and building
redundancy and resiliency. This plays to our strengths and strategy, in particular our invaluable global
network. And between our high-quality asset portfolio, strong reserve levels, ample liquidity and diversified
earnings base, we are proving to our clients that we truly are a bank for all seasons.
Copyright © 2023 Citigroup Inc. 1",258,1,3,0.6,opening_remarks
Citigroup,Third,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Third Quarter 2023 Earnings Call
October 13, 2023
Turning to the quarter, today we reported net income of $3.5 billion, an EPS of $1.63 and an ROTCE of 7.7%.
Our revenues were up 10% ex-divestitures and each of our five core, interconnected businesses posted
revenue growth. We remain on track to meet the revenue and expense guidance we set for the year.
revenue quarter in over a decade and it continues to outpace the target we set at Investor Day. Half of that
growth was business drivers and the other half rates. Even with impact of the long-expected Argentine
devaluation, we again drove fee growth, which is the best sign of the potential of our globally leading
franchise.
We keep relentlessly innovating for our clients. Amongst other launches, this quarter we announced the
creation of Citi Token Services, which will use distributed ledger and smart contract technologies to deliver
a digital asset solution for our TTS clients. This is a first for the industry as it allows us to seamlessly
integrate a permissioned tokenized bank deposit network with traditional cash services such as 24/7 dollar
clearing.
Securities Services had revenue growth of 16%, with some good underlying fee growth. We took share again
and we have grown our AUC/AUA by over $2 trillion in the last year. This business has considerable
momentum and a strong pipeline of clients who are benefitting from the cloud and data investments we
are making.
Markets was up 10% year-over-year on the back of Rates & Currencies having the best third quarter in 10
years and Commodities grew nicely. This was partially offset by Equities which was down slightly. Despite
this we continue to see good momentum in cash and we have grown prime balances year to date.
Banking had a good quarter with revenues up 17%, with activity playing to our mix. While corporate lending
was essentially flat, as we remain very disciplined about how we use our balance sheet, DCM was healthier
and the IPO market also showed some signs of life. This helped drive Investment Banking revenue up 34%,
albeit off of a low base and a small wallet. Sitting here today, it remains hard to predict when deal activity
will sustainably rebound. Still, I am proud of our role advising on some of the biggest deals globally so far
this year.
As you know, we are committed to growing our Banking franchise. We have brought together the
management of the Investment, Corporate, and Commercial Bank under one umbrella and this structure
will help us better drive the important synergies between them. We have been bringing in new talent in key
sectors and we have begun to provide more leveraged finance for key clients in the right situations.
U.S. Personal Banking was also up double-digits, at 13%. Cards revenues were strong in both our Branded
and Retail Services portfolios. The growth in spending is decelerating and the consumer is more mindful
what they spend on. Indeed the affluent, who still have excess savings at their disposal, drove the growth
in spending, with a continued tilt to travel and entertainment.
During the quarter
Banking clients. We believe that by tiering offerings and simplifying our fee structure, we will incentivize our
clients to deepen their relationships with us. The early reaction from clients along those lines has been very
positive.
Wealth revenues have stabilized and were up slightly. Most notably Investment revenues picked up across
our geographies. The drivers for the franchise - such as referrals, client acquisition, and net new inflows -
were all quite strong around the world. And we won important new mandates for Wealth at Work, an
offering we had highlighted at Investor Day.
Copyright © 2023 Citigroup Inc. 2",631,2,4,0.3,financial_results
Citigroup,Third,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Third Quarter 2023 Earnings Call
October 13, 2023
Andy Sieg has now officially joined our firm. This is a time of massive global wealth creation- and our
the world.
In terms of our balance sheet, our discipline of growing operating deposits has enabled us to maintain a
stable deposit base over the past five years. We grew loans during the quarter and our credit quality remains
extremely strong, aided by our disciplined client selection.
Our CET1 ratio grew to 13.5% which is $14 billion above our regulatory minimum and still includes a 100bps
internal management buffer. During the quarter, we returned $1.5 billion to our shareholders through
common dividends and stock buybacks.
We continue to evaluate buybacks quarter-by-quarter and I expect we will continue to do a modest level in
the fourth quarter, subject to approval by our Board. And while the ultimate impact of potentially higher
through mitigating actions.
As you can see on slide 3, we are relentless in executing our strategy. This quarter we closed on the sale of
our Taiwan consumer business, the second largest of the Asia consumer divestitures. And earlier this week,
we announced that we will sell our consumer wealth portfolio in China to HSBC. This includes
approximately $2.6 billion of assets under management and $1 billion of deposits.
In the fourth quarter, we expect to close on the sale of our Indonesia consumer business. In terms of the
international consumer businesses we are exiting, in addition to the three wind-down markets, we have
restarted the sales process in Poland, and we remain on track to separate Mexico next year, followed by an
IPO in 2025.
Transformation remains our number one priority. We are deep into the large body of work of automating
manual controls and processes, consolidating fragmented tech platforms, and upgrading our data
architecture. We are committed to doing this the right way, knowing that it will take time to meet our
regulators expectations and to deliver a modern, more efficient infrastructure.
Last month we announced consequential changes that align our organizational structure with our strategy
and changes how we run the bank. I said at Investor Day that organizational simplification would follow
the divestitures. The changes will eliminate layers, duplication, and complexity allowing us to operate the
bank more agilely and freeing our people up to focus on clients and execution.
Elevating the five core businesses to my leadership team will enable me to drive greater accountability and
sustainable results. To bring it alive, the actions we have taken in the last four weeks will eliminate over
15% of the regional and functional roles at the top two layers, and 60 committees, freeing up over tens of
thousands of people hours annually. We have identified about 1,000, or 50%, of our internal financial
-heads and dual reporting lines
to enable faster decision-making.
We are cascading these changes through the organization at pace. We announced the first two layers in
September and the next set of changes will be implemented by mid-November, and we aim to bring the
entire process to a close by early next year.
When we speak in January, Mark and I will be in a position to update you on the financial and other metrics
showing the impact of the simplification, amongst other details. While expense is not the primary driver of
the organizational changes, they will help us start bending the expense curve in the fourth quarter of next
Copyright © 2023 Citigroup Inc. 3",590,3,5,0.3,financial_results
Citigroup,Third,MARK MASON,OTHER,"Thanks, Jane and good morning, everyone. I am going to start with the Firmwide financial
results, focusing on year-over-year comparisons for the third quarter unless I indicate otherwise, and then
spend a little more time on the businesses.
On slide 4, we show financial results for the full firm. In the third quarter, we reported net income of
approximately $3.5 billion, EPS of $1.63 and an RoTCE of 7.7% on $20.1 billion of revenues.
Embedded in these results are divestiture-related impacts of approximately $214 million, after-tax,
primarily driven by the Taiwan consumer business sale. Excluding these items, EPS was $1.52 with an
RoTCE of 7.2%.
In the quarter, total revenues increased by 9% on a reported basis and 10% excluding divestiture-related
impacts, driven by strength across Services, Cards and Markets, as well as modest growth in Banking,
partially offset by the revenue reduction from the closed exits and wind-downs.
Our results include expenses of $13.5 billion, up 6% on a reported basis and $13.4 billion excluding
divesture-related costs, also up 6%. Cost of credit was approximately $1.8 billion, up 35%, primarily driven
by the continued normalization in Card net credit losses and volume growth. At the end of the quarter, we
had over $20 billion in total reserves with a reserve-to-funded loans ratio of approximately 2.7%. And year-
to-date, we reported an RoTCE of 8.3%.
On slide 5, we show expense drivers for the third quarter as well as our key investment themes.
Expenses were up 6% and our level of expenses continue to be driven by a number of factors, including:
Investments in Transformation as well as risk and controls, Business-led and enterprise-led investments
Macro factors, including inflation and FX, Severance, which was approximately $190 million in the quarter
and roughly $640 million on a year-to-date basis. This included actions across Banking, Markets, Wealth
and the functions. And all of this was partially offset by productivity savings and expense reductions from
the closed exits and wind-downs.
And our technology spend across the firm was $3 billion in the quarter, up 8%, largely driven by investments
in product development, platform enhancements and improving the client experience. Also driving the
increase is continued investment in technology for the Transformation as we address the consent orders
and modernize the firm.
As we said last quarter, our Transformation and technology investments span the following themes:
Platform and process simplification, Security and infrastructure modernization, Client experience
enhancements, and data improvements. And we remain in line with our full year guidance of roughly $54
Copyright © 2023 Citigroup Inc. 4",425,4,6,0.6,opening_remarks
Citigroup,Third,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Third Quarter 2023 Earnings Call
October 13, 2023
billion, excluding divestiture-related impacts and the FDIC special assessment.
In the
third quarter, net interest income decreased by $72 million. Excluding Markets, net interest income
increased $332 million, primarily driven by: Growth in PBWM, as we continue to see loan growth and higher
loan spreads, a pickup in Services driven by higher deposit spreads, as a result of higher interest rates and
active beta management, partially offset by reductions from closed exits and wind-downs. Average loans
were up 1%, largely driven by growth in U.S. Personal Banking across Cards and Retail Banking, as well as
TTS. Average deposits were down 2%, largely driven by Services, as we saw non-operational deposit
outflows, as expected, in light of quantitative tightening. And our net interest margin increased 1 basis
point.
On slide 7, we show key consumer and corporate credit metrics. We are well reserved for the current
environment with over $20 billion of total reserves. Our reserves-to-funded loans ratio is nearly 2.7%. And
within that, U.S. Cards is 7.8%. In PBWM, 45% of our loans are in US cards and of that exposure, 80% is to
consumers with FICO scores of 680 or higher. And both Branded Cards and Retail Services NCL rates are
still below pre-COVID levels but are normalizing in line with our expectations. The remaining 55% of our
PBWM loans are largely in Wealth, predominantly in mortgages and margin lending.
In our ICG portfolio, of our total exposure, approximately 85% is investment grade. Of the international
exposure, approximately 90% is investment grade or exposure to multinational clients or their subsidiaries.
Corporate non-accrual loans increased by $490 million but remain low at 68 basis points of total corporate
loans. And we ended the quarter with a reserve-to-funded loan ratio of approximately 1%. As you can see
on the page, we break out our Commercial Real Estate lending exposures across ICG and PBWM which
totals approximately $65 billion, of which 86% is investment grade with a total reserve to funded loan ratio
of 1.4%. To give you a sense of the macro scenarios that underpin our over $20 billion of reserves, our
current scenario-weighted average unemployment rate is approximately 5%, which includes a downside
scenario with an average unemployment rate of roughly 7%.
So, while the macro and geopolitical environment remains uncertain, we feel very good about our asset
quality, exposures and reserve levels and we continuously review and stress the portfolio under a range
of scenarios.
On slide 8, we show our summary balance sheet and key capital and liquidity metrics. We maintain a very
strong $2.4 trillion balance sheet which is funded in part by a well-diversified $1.3 trillion deposit base
across regions, industries, customers and account types which is deployed into high-quality, diversified
assets. Our balance sheet reflects our strategy and well diversified business model. We leverage our unique
assets and capabilities to serve corporates, financial institutions, investors, and individuals with global
needs. The majority of our deposits, $782 billion, are institutional and operational in nature and span
across 90 countries. These institutional deposits are complemented by $416 billion of U.S. Personal
Banking and global wealth deposits.
We have approximately $569 billion of HQLA and approximately $666 billion of loans and we maintain
total liquidity resources of $937 billion. Our LCR was 117%. We ended the quarter with a 13.5% CET1 ratio,
based on Standardized RWA, which is our binding constraint. Although not binding, our Advanced RWA did
increase this quarter, largely driven by business activity. And our tangible book value per share was $86.90,
up 8% from a year ago.
On slide 9, we show a sequential CET1 walk to provide more detail on the drivers this quarter. Starting from
the end of the second quarter. First, we generated $3.2 billion of net income to common which added 28
basis points. Second, we returned $1.5 billion in the form of common dividends and share repurchases,
which drove a reduction of about 13 basis points, and finally, the remaining 2 basis point increase was
Copyright © 2023 Citigroup Inc. 5",691,5,7,0.3,financial_results
Citigroup,Third,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Third Quarter 2023 Earnings Call
October 13, 2023
primarily driven by lower DTA deductions and a net reduction in RWA.
We ended the quarter with a 13.5% CET1 capital ratio, approximately 120 basis points or $14 billion above
our current r
a minute on capital. We continue to optimize our RWA and capital which we expect to be a tailwind over
time. Contributing to this, is the execution of our strategy, such as further diversifying our business mix and
simplifying our business model including exiting our 14 international consumer markets. Our investments
in the Transformation will continue to enhance our data, analytics and stress testing capabilities enabling
continued capital optimization. And of course, in light of the evolving regulatory environment we are also
looking at other mitigating actions but those will largely depend on how the final capital rules play out.
These actions could include exiting or restructuring certain products, divesting certain equity investments,
and reevaluating both how we deploy capital and our management buffer.
demonstrated our ability to manage our RWA and capital levels through various macro environments and
the evolving regulatory landscape and will continue to do so.
On slide 10, we show the results for our Institutional Clients Group for the third quarter. Revenues were up
12% this quarter, driven by double-digit growth across Services, Markets and Banking. In the quarter,
normal course foreign currency translation impacts drove a net revenue headwind in ICG. On an ex-FX
basis, ICG revenues would have been up 15%. Additionally, there was an approximately $180 million
negative impact from the currency devaluation in Argentina on our net investment in the country mainly
across TTS, Markets and Securities Services. Expenses increased 10%, primarily driven by continued
investments in risk and controls and volume-related expenses, partially offset by productivity savings.
Cost of credit was $196 million, including $51 million of net credit losses. This resulted in net income of
approximately $2.4 billion, up 12%, driven by higher revenues, partially offset by higher expenses and higher
cost of credit. Average loans were down 4%, as we were very deliberate about how we deployed resources
across the businesses, including the reduction in subscription credit facilities. Average deposits were flat
as new client acquisitions and deepening of relationships with existing clients were offset by non-
operational deposit outflows. ICG delivered an RoTCE of 10% for the quarter and 11% year-to-date.
On slide 11, we show revenue performance by business and the key drivers we laid out at Investor Day. In
Treasury and Trade Solutions, we recorded our highest revenue quarter in the last decade. Revenues were
up 12%, driven by 17% growth in net interest income. Non-interest revenues were up 1%, and on an ex-FX
basis, non-interest revenues would have been up 8%. We continue to see healthy underlying drivers in TTS
that indicate consistently strong client activity with Cross-border flows up 16%, outpacing global GDP
growth. And year-to-date, cross-border flows are up 12% U.S. Dollar Clearing Volumes are up 6%, both
year-over-year in the quarter and year-to-date and commercial card volumes are up 8% year-over-year,
driven by growth in business-to-business payments and travel and entertainment spend. And year-to-
date commercial card volumes are up 20%.
In fact, similar to the last few quarters, client wins are up approximately 40% across all client segments.
We
continued to make good progress on our commercial client strategy, as year-to-date wins more than
doubled, driven by expansion into new markets, and growth in multi-product mandates from clients with
cross border needs. In Securities Services, revenues were up 16%, driven by higher net interest income
across currencies. Non-interest revenues were up 3%. We are very pleased with the progress we are seeing
in Securities Services as we continue to onboard assets under custody and administration, which are up
approximately 10% or $2.1 trillion Markets revenues were up 10%, driven by Fixed Income. Fixed Income
revenues were up 14%, largely driven by strength in our Rates and Currencies franchise. While volatility
remained subdued versus a year ago, we did see overall volatility tick higher relative to the beginning of the
quarter Equities revenues were down 3%, driven by a decline in Equity Derivatives, partially offset by growth
in Cash and Prime. And we continued to make solid progress on our revenue-to-RWA target. And finally,
Banking revenues, excluding gains and losses on loan hedges, were up 17%, driven by Investment Banking,
Copyright © 2023 Citigroup Inc. 6",746,6,8,0.3,financial_results
Citigroup,Third,Unknown Speaker,Unknown,"T R A N S C R I P T
Citi Third Quarter 2023 Earnings Call
October 13, 2023
which increased 34% on a reported basis and 12% excluding marks. Here too, we saw a pickup in activity in
the last couple of weeks of the quarter, particularly in DCM but also in M&A as we closed a few deals earlier
than expected. So overall, while the market environment remains challenging and there is more work to be
done, we are making solid progress against our strategy in these businesses.
Now turning to slide 12, we show the results for our Personal Banking & Wealth Management business.
Revenues were up 10%, driven by net interest income growth of 9% and a 20% increase in non-interest
revenue, primarily due to lower partner payments in Retail Services and higher investment product
revenues in Wealth. Expenses were up 5%, predominantly driven by risk and control investments, and
severance, partially offset by productivity savings. Cost of credit was $1.5 billion, driven by higher net credit
losses as we continue to see normalization in our card portfolios. Average loans increased 7% driven by
cards, mortgages and installment lending. Average deposits decreased 2%, largely reflecting our clients
putting cash to work in investments on our platform. And PBWM delivered an RoTCE of 8.8%, and 6.6% on
a year-to-date basis.
On slide 13, we show PBWM revenues by product as well as key business drivers and metrics. This quarter
was our 5th consecutive quarter of double-digit growth in Personal Banking, driven by Cards. Branded
Cards revenues were up 12%, primarily driven by higher net interest income. We continue to see strong
underlying drivers with new account acquisitions up 5%, card spend volumes up 4% and average loans up
12%. Retail Services revenues were up 21%, driven by higher net interest income and lower partner
payments on the heels of higher net credit losses. In the Card portfolios, we continue to see the investments
we have been making as well as lower payment rates contribute to growth in interest-earning balances of
15% in Branded Cards and 12% in Retail Services. Retail Banking revenues decreased 3%, driven by the
transfer of relationships and the associated deposits to our Wealth business, partially offset by higher
deposit spreads. Wealth revenues were up 2%, driven by higher investment fees across all regions and
segments, the benefit from relationships transferred from Retail Banking and higher lending revenue. We
also saw strong net new inflows across all regions. And year-to-date, new client acquisitions were up
almost 30% in the Private Bank and over 60% in Wealth at Work. Overall, we are pleased with the progress
we are making across these businesses.
On slide 14, we show results for Legacy Franchises. Revenues were down 13%, largely driven by the
difference in one-time gain on sale impacts in the Asia Consumer businesses, as well as the reductions from
closed consumer exits and wind-downs, partially offset by higher revenue in Mexico. It is worth noting that
so appreciation, higher interest rates and
volume growth. Ex-FX, Mexico revenues were up 16%. Expenses decreased 3%, primarily driven by closed
consumer exits and wind-downs, partially offset by separation costs in Mexico and Mexican peso
appreciation. And expenses in Mexico were up 27%, but ex-FX, expenses were up 11%.
On slide 15, we show results for Corporate Other. Revenues increased, largely driven by the absence of
mark-to-market impacts on certain derivative transactions in the prior year. And expenses decreased,
largely driven by lower consulting fees.
With one quarter remaining in the year, we
continue to expect full-year revenues of $78 - $79 billion, excluding 2023 divestiture-related impacts.
Having said that, based on what we have seen play out year-to-date in terms of US and non-US rates and
lagging non-US betas, we now expect net interest income to be slightly above $47.5 billion for the full year
excluding Markets. And we are maintaining our expense guidance of roughly $54 billion, excluding 2023
divestiture-related impacts and the FDIC special assessment. Net credit losses in Cards should continue
to normalize, with both portfolios reaching pre-COVID levels by year-end. And as it relates to buybacks, we
expect to do a modest level of buybacks in the fourth quarter.
a few points. We are executing on our strategy and delivering top line revenue growth of 5%, year-to-date.
We continue to invest for the long term with discipline while remaining on track to deliver on our expense
Copyright © 2023 Citigroup Inc. 7",746,7,9,0.3,financial_results
Citigroup,Third,"QUESTION AND ANSWER
OPERATOR",MODERATOR,And our first question comes from Mike Mayo with Wells Fargo.,11,8,10,0.6,qa_session
