text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
Good morning. Thank you. Welcome. Thank you for coming to the call to discuss our fourth quarter results.,quarter,Lee McEntire,Other,2,Introduction,Q4_2024,2025-01-16
Our earnings release documents are available on the Investor Relations section of the bankofamerica.com website and they include the earnings presentation that we'll make reference to during this call. I hope everyone had a chance to review the documents.,quarter,Lee McEntire,Other,2,Introduction,Q4_2024,2025-01-16
"Our CEO, Brian Moynihan, will make some opening comments before Alastair Borthwick, our CFO, discusses the details of the quarter.",quarter,Lee McEntire,Other,2,Introduction,Q4_2024,2025-01-16
"Let me just remind you before we start that we may make forward-looking statements and refer to non-GAAP financial measures during the call. Forward-looking statements are based on management's current expectations and the assumptions that are subject to risks and uncertainties. Factors that may cause our actual results to materially differ from expectations are detailed in the earnings materials and the SEC filings available on our website. Information about our non-GAAP financial measures including reconciliations to U.S. GAAP, can also be found in our earnings materials that are available on the website.",quarter,Lee McEntire,Other,2,Introduction,Q4_2024,2025-01-16
"So with that, I'm happy to turn the call over to Brian.",quarter,Lee McEntire,Other,2,Introduction,Q4_2024,2025-01-16
"So good morning, everyone, and thank you for joining us. Before we begin today, I just want to express our deep concern for our communities, clients, and teammates impacted by the California wildfires. Our top priority, of course, is ensuring the safety and welfare of our team and helping our clients and customers.",quarter,Brian Moynihan,CEO,2,Prepared remarks,Q4_2024,2025-01-16
"Our imperturbable Market President, Raul Anaya, is leading our team out there. We have teams on the ground assisting in any way we can and are monitoring the situation to extend support and resources. So far, we have activated our client assistance program, donated $1 million in disaster relief to the American Red Cross, additional contributions to the L.A. Food Bank and the L.A. Chamber Commerce small business efforts.",quarter,Brian Moynihan,CEO,2,Prepared remarks,Q4_2024,2025-01-16
"With that, let's turn to earnings, starting on Page 2 of the presentation. This morning, we reported $6.7 billion in net income. That is $0.82 in EPS for the fourth quarter. That was a solid finish to another good year at Bank of America.",quarter,Brian Moynihan,CEO,2,Prepared remarks,Q4_2024,2025-01-16
"We grew revenue on a year-over-year basis in every category in quarter 4. We saw good loan and deposit growth. And Alastair is going to walk you through some of the details of the quarter in a moment, but I want to thank our team for another great year.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"For the full year of 2024, we generated $102 billion of revenue and reported net income of $27 billion -- $27.1 billion, or EPS of $3.21. We produced 83 basis points return on assets and 13% return on tangible common equity.",year,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
We generated these results working from a strong balance sheet that allowed us to support clients in an economy that’s continued to grow. It kind of appears to be now settled into a 2% to 3% GDP type growth environment. It has healthy employment levels in the resilient consumer.,both,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"The emacity of the American consumer can be seen in our data. So far in the first 2 weeks in January, they’re spending money at 4% to 5% clip over last year, similar to what they did in the fourth quarter.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"And on our business side, the clients are profitable, they're liquid and seeing good productivity. We ended the year with $953 billion of liquidity. We also ended with $201 billion of regulatory CET1 capital and a CET1 ratio of 11.9%, leaving us nearly 115 basis points of excess capital as we begin 2025.",year,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"For Bank of America, the year was characterized by a few important highlights that played out as expected and were consistent with our communications to you throughout the year.",year,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"First, we saw net interest income bottom out at $13.9 billion on an FTE basis in the second quarter of 2024. We ended the year with the fourth quarter on the same FTE basis at $14.5 billion, and that was a bit better than we expected.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"This obviously provides a great starting point for 2025. And based on the assumptions Alastair is going to discuss a little later, we should report record NII in 2025. So how did we do that?",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"We drove organic growth in all the businesses, and that we have highlighted on Slide 3. We saw continued growth in net new checking new households, new companies in Commercial Banking, growth in our institutional markets business. This organic activity enabled us to grow loans and deposits at a pace we believe is to be ahead of our industry average and our peers. A key for us, obviously, is the growth in our deposit franchise.",year,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"If you look at Slide 4, you can see we've now grown deposits for 6 consecutive quarters. In the most recent quarter, we saw growth in Consumer balances and stability around noninterest-bearing balances across all the businesses. We continue to price in a disciplined manner, and rates paid moved lower this quarter across the board. Overall rate paid on deposits moved from 210 basis points in the third quarter to 194 basis points this quarter, and were lower -- in the fourth quarter were lower in every business segment.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"On the loan side, consumer loans grew in every category linked quarter. Commercial loan demand continued to build off the strengths we saw in third quarter of 2024, and commercial loans grew 5% year-over-year for the fourth quarter and a much faster annualized pace when comparing the third quarter to the fourth quarter of 2024.",quarter,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
"So back to Slide 3. In our Wealth Management business, we added 24,000 new households in 2024. We ended the year with $6 trillion in total client balances that we manage for people in America across our Global Wealth and Consumer businesses. Our consumer investments team, what we call Merrill Edge, crossed a new milestone this quarter and now sits in excess of $518 billion in balances.",both,Brian Moynihan,CEO,3,Prepared remarks,Q4_2024,2025-01-16
