text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"Hello and welcome to Citi's Third Quarter 2024 Earnings Call. Today's call will be hosted by Jenn Landis, Head of Citi Investor Relations. We ask that you please hold all questions until the completion of the formal remarks at which time you will be given instructions for the question-and-answer session.",quarter,OPERATOR,Other,1,Introduction,Q3_2024,2024-10-15
"Also, as a reminder, this conference is being recorded today. If you have any objections, please disconnect at this time.",quarter,OPERATOR,Other,1,Introduction,Q3_2024,2024-10-15
"Ms. Landis, you may begin.",quarter,OPERATOR,Other,1,Introduction,Q3_2024,2024-10-15
"Thank you, operator. Good morning and thank you all for joining our third quarter 2024 earnings call. I am joined today by our Chief Executive Officer, Jane Fraser, and our Chief Financial Officer, Mark Mason.",quarter,Jennifer Landis,Host,1,Introduction,Q3_2024,2024-10-15
"I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements which are based on management's current expectations and are subject to uncertainty and changes in circumstances. Actual results may differ materially from these statements due to a variety of factors, including those described in our earnings materials as well as in our SEC filings.",quarter,Jennifer Landis,Host,1,Disclaimer,Q3_2024,2024-10-15
"And with that, I'll turn it over to Jane.",quarter,Jennifer Landis,Host,1,Introduction,Q3_2024,2024-10-15
"Thank you, Jenn, and a very good morning to everyone. Well, we certainly live in interesting times.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"And while I usually start our calls with our views on the global macro environment, we are particularly proud of our progress this quarter, and so I shall start there.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"Indeed, in a pivotal year, this quarter contains multiple proof points that we are moving in the right direction and that our strategy is delivering concrete results.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
We saw revenue growth and positive operating leverage for the firm and across all five businesses.,quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"Our businesses performed well as the rate cutting cycle began, with a double-digit increase in fee-based revenues, reflecting the growing diversity of our earnings mix.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
We continue to have share gains in Services and Banking.,quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"In Wealth, we saw a sizeable increase in client investments and flows.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
We brought expenses down whilst continuing to invest in our transformation.,quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
And we continued to attract top leaders in the industry and successfully combine them with our own teams in Banking and Wealth.,quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"So, while we are not yet where we want to be, the impact of the changes we are making is clearly evident in our momentum and improving performance.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"Turning to the macro, now while growth is a notch slower than last year, global economic performance continues to be surprisingly resilient.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"Whatever you want to call the US landing, the sentiment around it is more optimistic, supported by the recent positive payrolls report.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"And we see a healthy yet more discerning US consumer, and a US corporate sector on its front foot.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"Manufacturing weakness is restraining a modest rebound in Europe which continues to struggle with more structural challenges around its competitiveness, as highlighted by Draghi’s report.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"In China, consumer sentiment and the property market remain a concern as markets await details on the expected fiscal stimulus.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
"India, Asean, Japan, the Middle East, Mexico and Brazil are all notable global bright spots.",quarter,Jane Fraser,CEO,1,Prepared remarks,Q3_2024,2024-10-15
Today we reported net income of $3.2 billion and earnings per share of $1.51 with an ROTCE of 7%.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Overall revenues grew by 3% ex-divestitures, with each of our core businesses delivering growth and positive operating leverage.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"While we continue to make substantial investments in our transformation, the efficiencies gained from our simplification and other efforts drove a 2% reduction in overall expenses.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Turning to the five businesses, Services delivered a record quarter with revenues up by 8%.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Fee growth, the best indicator of underlying momentum, was significant. And this, combined with loan and deposit volume growth, drove this quarter’s excellent performance.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
Treasury and Trade Solutions was up 4% year over year reflecting good underlying momentum in the core drivers.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"And Securities Services was up 24%, reflecting the benefit of new mandates and an increase in assets under custody.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
Both TTS and Securities Services achieved over 10% wallet share in our target markets through the first half of the year.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
Last week we announced that we are the first global bank to complete the integration of our cross-border services with Mastercard Move.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Now, this will ultimately enable near-instant, secure payments to the vast Mastercard debit network, starting with 14 markets with more to come early next year.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
And this is another great example of our continued investment in market-leading product innovations.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"In Markets, revenues were up slightly on the back of a better-than- expected September.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
Equities was up 32% with robust performance across all products. Our continued strong performance in Equities validates both our strategy and execution to grow Prime and Cash.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
Fixed Income however was down 6% — our Rates and Currencies business didn’t match last year’s standout performance.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
It was a particularly pleasing quarter in Banking.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Despite the muted IPO market, Investment Banking fees are up 44% driven by investment grade debt issuance as our clients pulled forward activity ahead of the U.S. election.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Corporate sentiment remains positive as boards pursue strategic transactions, such as the $36 billion Mars acquisition of Kellanova, where we are the sole advisor and lead financier.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Our strategy in Banking continues to gain momentum, and we are steadily growing our share in key target sectors such as healthcare and tech, with a healthy pipeline ahead.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
And the significant upside of our franchise continues to attract the top talent to Citi.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"During the quarter, we announced an innovative $25 billion private credit partnership with our longtime client Apollo, giving us the ability to source new transactions without using our balance sheet.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"This partnership positions us with another solution for debt financing for our clients, and it allow us to engage in private credit with the same depth and expertise as we currently do with syndicated debt markets.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"We are also starting to see the positive impact of the significant changes we’ve implemented in our Wealth franchise, with revenues up 9%.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
It’s a notable example of the traction I referenced earlier.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"As Andy and the team intensify the focus on our investments business, we grew client investment assets by 24%.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
And we were particularly pleased with the performance in Asia and in Citigold.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
I continue to be excited by the opportunities and the sheer potential of our franchise.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"During the quarter, we signed an agreement to exit trust administration and fiduciary services as we continue to sharpen the focus of our Wealth business.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"We have more to do to reach our medium-term margin and returns targets, but this quarter is a good indicator that we are on the way there.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
U.S. Personal Banking revenues were up 3%.,quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"We grew Branded Cards revenues by 8% with account acquisitions, spend and payment rates all driving higher interest-earning balances.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"Lower discretionary spending is impacting our Retail Services portfolio; however, we continue to see lower payment rates contributing to interest earning balances.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"In Retail Banking, we are growing our mortgage portfolio as the rate environment shifts, as well as growing overall loans.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"The U.S. consumer dynamics remain remarkably consistent with prior quarters. Our customers are healthy but more discerning in their spend, with signs of stress isolated to the lower FICOs.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"We have maintained strong credit discipline, and our card portfolios continue to perform very much in line with our expectations.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"In terms of capital, while uncertainty about the Basel 3 endgame prevails, our capital position remains very robust, and we ended the quarter with a CET1 ratio of 13.7%.",quarter,Jane Fraser,CEO,2,Prepared remarks,Q3_2024,2024-10-15
"During the quarter, we returned $2.1 billion in capital, including the repurchase of $1 billion of common shares.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
We will continue to repurchase stock as we evaluate the right level on a quarterly basis.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"As you know, our Transformation is our number one priority.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
This quarter we closed another long-standing consent order which related to the effectiveness of our anti-money laundering systems.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"We have increased our investments in areas where we have not made sufficient progress, such as data quality management.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
I and the management team remain steadfast and determined to get this Transformation right and to get this done.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
We will close out this pivotal year with momentum and with determination to continue to improve performance in each business and the firm overall.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
We are committed to meeting our revenue and expense targets for the year as well as our return target for the medium-term.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
I am very proud of our senior leadership and the entire organization as we demonstrate the potential of our unique global franchise.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
It is a privilege to lead this firm.,quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"With that, I would like to turn it over to Mark and then we would be delighted, as always, to take your questions.",quarter,Jane Fraser,CEO,3,Prepared remarks,Q3_2024,2024-10-15
"Thanks, Jane and good morning, everyone.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"I am going to start with the firmwide financial results, focusing on year-over-year comparisons for the third quarter unless I indicate otherwise, and then spend a little more time on the businesses.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"On slide 5, we show financial results for the full firm. For the quarter, we reported net income of approximately $3.2 billion, EPS of $1.51 and an RoTCE of 7.0% on $20.3 billion of revenues.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"Total revenues were up 1% on a reported basis. Excluding divestiture-related impacts, revenues were up 3%, driven by growth across each of our businesses.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"As you can see on the bottom left side of the page, net interest income excluding Markets was down 1% YoY, largely due to lower interest rates in Argentina. And non-interest revenue excluding Markets was up 9% as we continued to see strong fee momentum across Services, Banking and Wealth.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"Year-to-date, revenues are up 1% on a reported basis, and are up 3% excluding divestiture-related impacts.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"Expenses were $13.3 billion, down 2%, largely driven by savings associated with our organizational simplification and stranded cost reductions, partially offset by volume related expenses and continued investments in the Transformation and other risk and control initiatives.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"Year-to-date, expenses are up 1%, primarily driven by the FDIC special assessment and civil money penalties.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"Cost of credit was $2.7 billion, largely driven by net credit losses in Cards as well as ACL builds across the businesses, primarily for portfolio growth and mix.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"At the end of the quarter, we had over $22 billion in total reserves with a reserve-to-funded loans ratio of approximately 2.7%.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"And year-to-date, excluding the divesture related impacts, we generated positive operating leverage for the firm, and reported an RoTCE of 7.2%.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"On slide 6, we show the expense trend over the past five quarters. This quarter we reported expenses of $13.3 billion, down 2%, and 1% sequentially.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"As we’ve said before, we will continue to increase our investments to address data governance and data quality related to regulatory reporting and are committed to spending whatever is necessary to address these areas and the Transformation more broadly.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"Although a lot more work remains, we have started to see benefits from our prior investments play through.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"We’ve continued to simplify our technology infrastructure, retiring over 450 applications year-to-date and now over 1,250 since our 2022 Investor Day.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"We’ve upgraded 100% of our over 2,300 ATMs in North America and Asia Pacific to next-gen software for better customer security and monitoring.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"And we have streamlined our cloud onboarding process, reducing time to onboard applications to the public cloud from over 7 weeks to 2 weeks.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
Each of these initiatives will result in both improvement of our operating efficiency and our safety and soundness.,quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"And in terms of our full year expenses, we continue to expect that we will be at the higher end of the guidance range of $53.5 to 53.8 billion, excluding the FDIC special assessment and civil money penalties.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"And as we’ve said before, we, of course, will continue to look for opportunities to absorb the civil money penalties.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"On slide 7, we show net interest income, loans and deposits where I’ll speak to sequential variances.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"In the third quarter, net interest income declined 1%. Excluding Markets, net interest income was up 4%, largely driven by volume growth in USPB as well as higher deposit spreads in Services and Wealth.",quarter,Mark Mason,CFO,3,Prepared remarks,Q3_2024,2024-10-15
"NIM declined by 8 basis points, driven by a decline in Markets due to seasonally higher dividends in the second quarter.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Average loans were up 1%, driven by growth in Services and USPB, partially offset by modest declines in Banking and Legacy Franchises.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Average deposits were roughly flat, as growth in Services was largely offset by a decline in Legacy Franchises.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"And as you think about guidance for NII ex-Markets in the fourth quarter: As short-end rates continue to come down, we expect a headwind on floating-rate assets which will be somewhat offset by disciplined deposit pricing.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
Further offsetting that will be a continued benefit from securities being reinvested at higher yields.,quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"And as a reminder, we expect an ongoing NII headwind as Legacy Franchises’ loans and deposits continue to come down.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"So, taking all of this into account, we expect NII ex-Markets to be roughly flat sequentially in the fourth quarter, and for the full year to be slightly down, better than we had previously guided.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"On slide 8, we show key consumer and corporate credit metrics, which reflect our disciplined risk appetite framework.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Across our Cards portfolio, approximately 85% of our loans are to consumers with FICO scores of 660 or higher.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Based on what we see, the US consumer continues to remain healthy and resilient.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Spend and payment rates continue to normalize, and underlying credit performance remains broadly in line with our expectations.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
NCLs increased year-over-year as card loan vintages that were originated over the last few years continue to mature at the same time.,quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Sequentially, NCLs declined while delinquencies increased, both in-line with historical third quarter seasonality.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Absent this seasonality, we continue to see stabilization in early-stage delinquencies.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
We remain well reserved with a reserve-to-funded loan ratio of approximately 8.2% for our U.S. Cards portfolio.,quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Our Corporate portfolio is largely investment grade and corporate non-accrual loans remained low, at 31 basis points.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"As such, we feel very comfortable with the over $22 billion of total reserves that we have in the current environment.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Turning to slide 9, we provide details on our balance sheet, capital and liquidity, which are a reflection of our risk appetite, strategy and business model.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"Our $1.3 trillion deposit base is well-diversified across regions, industries, customers and account types. $840 billion are corporate, spanning 90 countries, and are crucial to how our clients fund their daily operations around the world.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"The majority of our remaining deposits, about $400 billion, are well-diversified across the Private Bank, Citigold, Retail and Wealth at Work offerings.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
"And of our total deposits, roughly 70% are US dollar denominated with the remainder spanning over 60 currencies.",quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
Our asset mix also reflects our strong risk appetite framework. Our $689 billion loan portfolio is well-diversified across consumer and corporate loans.,quarter,Mark Mason,CFO,4,Prepared remarks,Q3_2024,2024-10-15
