text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"Hello and welcome to Citi's Fourth Quarter 2024 Earnings Call. Today's call will be hosted by Jenn Landis, Head of Citi Investor Relations. We ask that you please hold all questions until the completion of the formal remarks at which time you will be given instructions for the question-and-answer session.",quarter,OPERATOR,Other,1,Introduction,Q4_2024,2025-01-15
"Also, as a reminder, this conference is being recorded today. If you have any objections, please disconnect at this time.",quarter,OPERATOR,Other,1,Introduction,Q4_2024,2025-01-15
"Ms. Landis, you may begin.",quarter,OPERATOR,Other,1,Introduction,Q4_2024,2025-01-15
"Thank you, operator. Good morning and thank you all for joining our fourth quarter 2024 earnings call. I am joined today by our Chief Executive Officer, Jane Fraser, and our Chief Financial Officer, Mark Mason.",quarter,JENNIFER LANDIS,Host,1,Introduction,Q4_2024,2025-01-15
"I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements which are based on management's current expectations and are subject to uncertainty and changes in circumstances. Actual results may differ materially from these statements due to a variety of factors, including those described in our earnings materials as well as in our SEC filings.",both,JENNIFER LANDIS,Host,1,Disclaimer,Q4_2024,2025-01-15
"And with that, I'll turn it over to Jane.",both,JENNIFER LANDIS,Host,1,Introduction,Q4_2024,2025-01-15
"Thank you, Jenn, and a very good morning to everyone. I am going to start with the macro backdrop, and then walk you through our results for the full year. I will share some thoughts on the progress we are making executing our strategy and then conclude with why we have decided to adjust our 2026 return target.",year,JANE FRASER,CEO,1,Prepared remarks,Q4_2024,2025-01-15
"We entered 2025 with strategic clarity and good momentum across all our businesses.  From the global macro perspective, economies have done a good job tolerating hikes from central banks, and inflation has clearly been receding. While policies will certainly impact economic activity, whether in the form of tariffs or taxes, 2025 doesn’t look that different from 2024.",year,JANE FRASER,CEO,1,Prepared remarks,Q4_2024,2025-01-15
"The U.S. remains at the heart of the macro picture.  Growth is not only being driven by the higher end consumer, but also by a strong, innovative corporate sector.  China’s growth has been slower than expected but there is still the prospect of further stimulus.   Europe continues to underachieve.  And many emerging markets have re-emerged as bright spots, a trend which certainly benefits us given our global network and deep presence in countries such as India and throughout the Middle East and ASEAN.",year,JANE FRASER,CEO,1,Prepared remarks,Q4_2024,2025-01-15
"I told you 2024 was a critical year and I am proud of what we accomplished and how our businesses performed.  We finished with a very strong fourth quarter, which Mark will detail shortly.",both,JANE FRASER,CEO,1,Prepared remarks,Q4_2024,2025-01-15
"For the full year, our net income was up nearly 40% to $12.7 billion.  We exceeded our full-year revenue target with revenues up 5% ex-divestitures.  Fee revenue was up 17% and we saw a smaller impact from Argentina’s currency devaluation.",year,JANE FRASER,CEO,1,Prepared remarks,Q4_2024,2025-01-15
"We delivered expenses within our guidance and improved our efficiency ratio by 340 bps whilst increasing investment in our Transformation.  Our RoTCE grew over 200 bps, albeit from a low level.",year,JANE FRASER,CEO,1,Prepared remarks,Q4_2024,2025-01-15
"Our five core businesses each generated positive operating leverage for the full year, which we also achieved at the firm level.",year,JANE FRASER,CEO,1,Prepared remarks,Q4_2024,2025-01-15
"Services was up 9% and had another record year, despite the lower rate environment, as a result of new mandates and our emphasis on fee growth. We grew share in both TTS and Securities Services.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"Capped by our best fourth quarter in a decade, Markets was up 6%. The performance of this franchise in a low-volatility year shows the benefits of our diversified product mix.",both,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
Equities was strong throughout and was up 26% in what was a record year for us.,year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"Banking was up 32% as we gained share across all three investment banking products.  And we announced an innovative $25 billion private credit partnership with our longtime client Apollo. Under Vis’ leadership, we expect to continue to gain on our competition in 2025 and beyond.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"2024 was the turning point for Wealth, as we sharpened our focus on investments, right-sized the expense base, and improved the client experience.  Revenue was up 7% for the year, including fee growth of 18%. Citigold and Asia were particularly strong and Net New Investment Asset flows grew a very pleasing 40%.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"We attracted top talent throughout the year in Wealth, most recently bringing in Kate Moore as our CIO and Anne McCosker as our Head of Lending.  This business has tremendous potential with both new and existing clients, and we are really leaning into it.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"USPB revenues were up 6% driven by borrowing across both card portfolios and by fee growth.  We announced a 10-year extension of our co-branded partnership with American Airlines, ensuring that this valuable relationship enters into its fifth decade.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"With the acquisition of the Barclays portfolio, we will become American Airlines’ exclusive partner in 2026 and we expect to deliver more value for our cardholders and higher returns for our shareholders as a result.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"We grew our Tangible Book Value per share by 4% and ended 2024 with a CET1 Ratio of 13.6%, approximately 150 basis points above our regulatory capital requirement.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"After repurchasing $1 billion in common shares during the fourth quarter, we returned almost $7 billion in capital to our common shareholders in 2024. Given how committed we are to returning capital, I am particularly pleased to announce that our Board authorized a $20 billion share repurchase program.",both,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"You can see the very tangible progress we are making in executing the strategy that we laid out at our Investor Day three years ago.  We have materially simplified our firm since then.  We exited consumer businesses in nine countries, and near completion of our wind-downs in three and are on track to exit the final two.  This includes Banamex, which we legally separated from our institutional business in December.  We are now fully focused on getting ready to IPO, with the timing heavily dependent on regulatory approvals and market conditions of course.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"To align our structure with our strategy, we went through a significant simplification of our organization, removing management layers and the regional construct.  This has accelerated decision making and made us a better partner to our clients.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"We have strengthened our culture by better aligning compensation with our shareholders’ interests, enhancing our scorecards to ensure we are delivering for clients. We attracted top industry talent throughout our organization and that includes new leaders around my table for Banking, Wealth and Technology.   We have raised the bar on what we demand from each other and what we expect to deliver to our clients.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"We have continued to innovate to improve the client experience and our efficiency.  We are now live with Citi Payments Express in 18 countries, and have converted four million retail bank customers to our Simplified Banking platform in the U.S.  We accelerated our use of AI, arming 30,000 developers with tools to write code and launched two AI platforms to make 143,000 colleagues more efficient.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"The investments we’re making to modernize our infrastructure, streamline processes and automate controls are changing how we run the bank. We consolidated our balance sheet reporting to one unified ledger.   We implemented a cloud-based solution for risk analytics to better value trading assets. We have closed out three long-standing consent orders. Our capital, liquidity and reserves are robust.  Our focused strategy, simpler structure and targeted client selection have all reduced our risk profile significantly.",year,JANE FRASER,CEO,2,Prepared remarks,Q4_2024,2025-01-15
"We have made considerable progress on our Transformation.  While there are areas that are more advanced, there are others where we still have a lot more work to do, particularly around data and regulatory reporting, as last summer’s regulatory actions reinforced. We have reviewed the entire data program and made changes to its governance and structure as well as increased the level of investment.",year,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15
"As CEO, I want this company set up for long-term success and to ensure that we have enough capacity to invest for that.  In terms of expense guidance therefore, most of the saves from the org simplification and stranded costs will be used to fund the additional investments we need to make this year in both Transformation and technology. As a result, we expect our total expenses in 2025 to be slightly below the 2024 level and to deliver another year of positive operating leverage.",year,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15
We expect our elevated expense level to be temporary and for it to keep coming down beyond 2025.,year,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15
"However, when we take the required investments into account, we now expect our 2026 RoTCE to be between 10% and 11%. The 2026 RoTCE is a waypoint; it is not a destination.  Our intention is to continue to improve returns well above that level and we are accountable for doing so.  We are relentless in our determination to run the bank more efficiently, fulfill Citi’s potential and meet the expectations of our shareholders.",year,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15
"Before I turn it over to Mark, I’d like to acknowledge the catastrophic wildfires in Los Angeles. Many of our clients and several of our colleagues have lost their homes and we will do whatever we can to help them recover from this devastating event.  They and their loved ones are in all of our thoughts at Citi.",both,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15
"Now, over to Mark.",both,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15
"Thanks, Jane and good morning, everyone. I am going to start with the fourth quarter and full-year financial results, focusing on year-over-year comparisons unless I indicate otherwise. I’ll also focus on our current expectations for 2025 and 2026.",both,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"On slide 7, we show financial results for the full firm, which reflect improved performance both in the quarter and the year. As a reminder, in the fourth quarter of last year, revenues were significantly impacted by Argentina currency devaluation. Adjusted revenues and non-interest revenues for the full firm and Services are shown in the appendix of the earnings presentation on slide 36.",both,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"This quarter we reported net income of $2.9 billion, EPS of $1.34 and an RoTCE of 6.1% on $19.6 billion of revenues, generating positive operating leverage for the firm and in each of our businesses.",quarter,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Total revenues were up 12%, driven by growth in each of our businesses and a smaller impact of Argentina currency devaluation. Net interest income excluding Markets was roughly flat, with growth in USPB and Wealth offset by declines in Corporate/Other and Banking. Non-interest revenue excluding Markets was up 40%, driven by continued strong fee momentum across Services, Banking and Wealth along with lower partner payments in USPB as well as a smaller impact of Argentina currency devaluation. And total Markets revenues were up 36%.",quarter,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Expenses were $13.2 billion, down 18%, largely driven by the absence of the FDIC special assessment and restructuring charge in the prior year. Excluding the impact of the FDIC special assessment and divestiture-related impacts, expenses were down 7%, driven by the absence of the restructuring charge in the prior year and savings associated with our organizational simplification, partially offset by higher volume related expenses.",quarter,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Cost of credit was $2.6 billion, largely consisting of cards’ net credit losses and ACL build. At the end of the quarter, we had over $22 billion in total reserves with a reserve-to-funded loans ratio of 2.7%.",quarter,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"And on a full-year basis, we delivered $12.7 billion of net income with an RoTCE of 7.0%.",year,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"On slide 8, we show full year revenue trends by business from 2021 to 2024. This year, we delivered $81.1 billion of revenue, up 5% on an ex-divestiture basis, driven by growth in each of our businesses and a smaller impact of Argentina currency devaluation.",year,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
"Services revenues increased 9% to $19.6 billion, benefiting from a smaller impact of Argentina currency devaluation, fee growth and higher deposit volumes.",year,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15
