text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call
"3Q24 FINANCIAL RESULTS  
EARNINGS CALL TRANSCRIPT 
October 11, 2024",quarter,JPMorgan Chase & Co.,Other,1,Introduction,Q3_2024,2024-10-11
"Good morning, ladies and gentlemen. Welcome to JPMorganChase's Third Quarter 2024 Earnings Call. This call is being recorded.",quarter,Operator,Host,2,Introduction,Q3_2024,2024-10-11
Your line will be muted for the duration of the call. We will now go live to the presentation. The presentation is available on JPMorganChase's website.,quarter,Operator,Host,2,Introduction,Q3_2024,2024-10-11
Please refer to the disclaimer in the back concerning forward-looking statements. Please stand by.,quarter,Operator,Host,2,Disclaimer,Q3_2024,2024-10-11
"At this time I would like to turn the call over to JPMorganChase's Chairman and CEO, Jamie Dimon and Chief Financial Officer, Jeremy Barnum. Mr. Barnum, please go ahead.",quarter,Operator,Host,2,Introduction,Q3_2024,2024-10-11
"Thank you and good morning, everyone. Starting on page 1, the Firm reported net income of $12.9 billion, EPS of $4.37 on revenue of $43.3 billion with an ROTCE of 19%.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Touching on a couple of highlights. In CCB, we ranked number one in retail deposit share for the fourth straight year, in CIB, both IB fees and Markets revenue were notably up year-on-year reflecting strength across the franchise. In AWM, we had record quarterly revenues and record long-term flows.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Now, turning to page 2 for the Firmwide results. The Firm reported revenue of $43.3 billion, up $2.6 billion or 6% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"NII ex. Markets was up $274 million or 1% driven by the impact of balance sheet mix and securities reinvestment, higher revolving balances in Card and higher wholesale deposit balances, predominantly offset by lower deposit balances in Banking & Wealth Management and deposit margin compression.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"NIR ex. Markets was up $1.8 billion or 17%, but excluding the prior year’s net investment securities losses, it was up 10% on higher asset management and investment banking fees. And Markets revenue was up $535 million or 8% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Expenses of $22.6 billion were up $808 million or 4% year-on-year, driven by compensation, including revenue-related compensation and growth in employees, partially offset by lower legal expense.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"And credit costs were $3.1 billion reflecting net charge-offs of $2.1 billion and a net reserve build of $1 billion, which included a $182 million in Consumer, primarily in Card, and $144 million in Wholesale. Net charge-offs were up $590 million year-on-year, predominantly driven by Card.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"On to balance sheet and capital on page 3. We ended the quarter with a CET1 ratio of 15.3%, flat versus the prior quarter, as net income and OCI gains were offset by capital distributions and higher RWA. This quarter's RWA reflects higher lending activity, as well as higher client activity and market moves on the trading side.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"We had $6.0 billion of net common share repurchases this quarter, which in part reflects the deployment of the proceeds from the sale of Visa shares, as we have previously mentioned.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Now, let's go to our businesses, starting with CCB on page 4. CCB reported net income of $4.0 billion on revenue of $17.8 billion, which was down 3% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"In Banking & Wealth Management, revenue was down 11% year-on-year, reflecting deposit margin compression and lower deposits, partially offset by growth in Wealth Management revenue. Average deposits were down 8% year-on-year and 2% sequentially.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
We're seeing a slowdown in customer yield-seeking activity including in CD volumes and expect deposits to be relatively flat for the remainder of the year.,quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Client investment assets were up 21% year-on-year driven by market performance, and we continue to see strong referrals of new wealth management clients from our branch network.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"In Home Lending, revenue was up 3% year-on-year, driven by higher NII, partially offset by lower servicing and production revenue.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Turning to Card Services & Auto, revenue was up 11% year-on-year, driven by higher Card NII on higher revolving balances. Card outstandings were up 11% due to strong account acquisition and the continued normalization of revolve. And in Auto, originations were $10 billion, down 2%, while maintaining strong margins and high-quality credit.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Expenses of $9.6 billion were up 5% year-on-year, predominantly driven by higher field and technology compensation as well as growth in marketing.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"In terms of credit performance this quarter, credit costs were $2.8 billion driven by Card, and reflected net charge-offs of $1.9 billion, up $520 million year-on-year, and a net reserve build of $876 million predominantly from higher revolving balances.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Next, the Commercial & Investment Bank on page 5. The CIB reported net income of $5.7 billion on revenue of $17 billion. IB fees were up 31% year-on-year and we ranked number one with year-to-date wallet share of 9.1%.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"In Advisory, fees were up 10% benefiting from the closing of few large deals.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q3_2024,2024-10-11
"Underwriting fees were up meaningfully with debt up 56% and equity up 26%, primarily driven by favorable market conditions.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2024,2024-10-11
"In light of the positive momentum throughout the year, we're optimistic about our pipeline, but the M&A regulatory environment and geopolitical situation are continued sources of uncertainty.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q3_2024,2024-10-11
